Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,4,Takuma SatoSAT,BAR Honda,4,14:10:11,13.895,13.895
1,18,Tiago MonteiroMON,Jordan Toyota,15,14:28:05,25.276,25.276
1,21,Christijan AlbersALB,Minardi Cosworth,16,14:30:07,27.533,27.533
1,14,David CoulthardCOU,RBR Cosworth,17,14:30:42,26.112,26.112
1,16,Jarno TrulliTRU,Toyota,17,14:30:56,26.811,26.811
1,20,Robert DoornbosDOO,Minardi Cosworth,17,14:31:37,26.940,26.940
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,18,14:32:15,27.204,27.204
1,3,Jenson ButtonBUT,BAR Honda,18,14:32:17,26.925,26.925
2,4,Takuma SatoSAT,BAR Honda,18,14:33:03,26.314,40.209
1,19,Narain KarthikeyanKAR,Jordan Toyota,18,14:33:16,27.060,27.060
1,5,Fernando AlonsoALO,Renault,19,14:33:27,24.510,24.510
1,6,Giancarlo FisichellaFIS,Renault,19,14:33:47,24.551,24.551
1,9,Kimi RäikkönenRAI,McLaren Mercedes,19,14:33:48,27.013,27.013
1,2,Rubens BarrichelloBAR,Ferrari,19,14:34:01,26.328,26.328
1,7,Mark WebberWEB,Williams BMW,19,14:34:03,27.324,27.324
1,17,Ralf SchumacherRSC,Toyota,19,14:34:03,26.358,26.358
1,12,Felipe MassaMAS,Sauber Petronas,19,14:34:10,26.702,26.702
1,15,Christian KlienKLI,RBR Cosworth,19,14:34:12,26.028,26.028
1,8,Antonio PizzoniaPIZ,Williams BMW,19,14:34:14,31.285,31.285
1,11,Jacques VilleneuveVIL,Sauber Petronas,19,14:34:19,31.353,31.353
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,19,14:34:33,27.803,55.007
2,18,Tiago MonteiroMON,Jordan Toyota,23,14:45:06,29.330,54.606
2,5,Fernando AlonsoALO,Renault,30,14:57:10,24.945,49.455
2,6,Giancarlo FisichellaFIS,Renault,30,14:57:23,23.941,48.492
2,9,Kimi RäikkönenRAI,McLaren Mercedes,30,14:57:24,21.961,48.974
2,2,Rubens BarrichelloBAR,Ferrari,30,14:57:24,23.255,49.583
2,7,Mark WebberWEB,Williams BMW,30,14:57:35,23.588,50.912
2,3,Jenson ButtonBUT,BAR Honda,30,14:57:37,22.955,49.880
2,14,David CoulthardCOU,RBR Cosworth,30,14:57:37,25.241,51.353
2,8,Antonio PizzoniaPIZ,Williams BMW,30,14:57:42,27.615,58.900
2,16,Jarno TrulliTRU,Toyota,30,14:57:43,23.669,50.480
2,20,Robert DoornbosDOO,Minardi Cosworth,30,14:57:44,26.771,53.711
2,11,Jacques VilleneuveVIL,Sauber Petronas,30,14:57:46,23.261,54.614
2,21,Christijan AlbersALB,Minardi Cosworth,30,15:00:41,29.494,57.027
2,12,Felipe MassaMAS,Sauber Petronas,44,15:24:36,23.457,50.159
2,15,Christian KlienKLI,RBR Cosworth,45,15:26:10,22.397,48.425
3,2,Rubens BarrichelloBAR,Ferrari,46,15:28:20,20.992,1:10.575
2,17,Ralf SchumacherRSC,Toyota,47,15:29:16,21.745,48.103
3,6,Giancarlo FisichellaFIS,Renault,52,15:37:20,13.833,1:02.325
3,16,Jarno TrulliTRU,Toyota,54,15:42:08,29.455,1:19.935
