Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,21,Christijan AlbersALB,Minardi Cosworth,10,13:15:39,25.413,25.413
1,20,Patrick Friesacher FRI,Minardi Cosworth,19,13:27:00,27.373,27.373
1,19,Narain KarthikeyanKAR,Jordan Toyota,20,13:28:03,25.162,25.162
1,18,Tiago MonteiroMON,Jordan Toyota,22,13:30:18,24.137,24.137
1,2,Rubens BarrichelloBAR,Ferrari,24,13:32:25,25.855,25.855
1,1,Michael SchumacherMSC,Ferrari,26,13:34:49,32.866,32.866
2,21,Christijan AlbersALB,Minardi Cosworth,31,13:42:20,42.310,1:07.723
2,20,Patrick Friesacher FRI,Minardi Cosworth,44,13:58:51,37.141,1:04.514
2,19,Narain KarthikeyanKAR,Jordan Toyota,46,14:00:45,25.190,50.352
2,18,Tiago MonteiroMON,Jordan Toyota,48,14:02:48,24.071,48.208
2,2,Rubens BarrichelloBAR,Ferrari,49,14:03:06,24.056,49.911
2,1,Michael SchumacherMSC,Ferrari,51,14:05:32,23.615,56.481
3,21,Christijan AlbersALB,Minardi Cosworth,50,14:06:46,24.413,1:32.136
