Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,14,David CoulthardCOU,RBR Cosworth,1,14:05:15,30.937,30.937
1,7,Mark WebberWEB,Williams BMW,1,14:05:19,29.032,29.032
1,21,Christijan AlbersALB,Minardi Cosworth,1,14:05:22,29.851,29.851
1,19,Narain KarthikeyanKAR,Jordan Toyota,1,14:05:46,28.296,28.296
1,18,Tiago MonteiroMON,Jordan Toyota,11,14:19:30,27.721,27.721
1,1,Michael SchumacherMSC,Ferrari,13,14:21:59,28.081,28.081
1,2,Rubens BarrichelloBAR,Ferrari,14,14:23:21,27.280,27.280
1,11,Jacques VilleneuveVIL,Sauber Petronas,14,14:23:30,29.014,29.014
1,4,Takuma SatoSAT,BAR Honda,16,14:26:07,26.891,26.891
1,20,Robert DoornbosDOO,Minardi Cosworth,16,14:26:52,28.958,28.958
1,3,Jenson ButtonBUT,BAR Honda,17,14:27:28,28.673,28.673
2,4,Takuma SatoSAT,BAR Honda,17,14:28:00,26.812,53.703
1,15,Christian KlienKLI,RBR Cosworth,18,14:29:12,28.805,28.805
1,5,Fernando AlonsoALO,Renault,19,14:29:54,30.150,30.150
2,21,Christijan AlbersALB,Minardi Cosworth,18,14:30:15,28.228,58.079
1,12,Felipe MassaMAS,Sauber Petronas,19,14:30:32,27.694,27.694
2,19,Narain KarthikeyanKAR,Jordan Toyota,18,14:30:56,26.512,54.808
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,20,14:31:14,26.908,26.908
1,16,Jarno TrulliTRU,Toyota,20,14:31:40,26.654,26.654
1,6,Giancarlo FisichellaFIS,Renault,21,14:33:03,26.401,26.401
1,17,Ralf SchumacherRSC,Toyota,22,14:34:34,26.669,26.669
1,8,Antonio PizzoniaPIZ,Williams BMW,23,14:36:08,27.337,27.337
1,9,Kimi RäikkönenRAI,McLaren Mercedes,25,14:38:41,29.887,29.887
2,7,Mark WebberWEB,Williams BMW,26,14:41:02,26.056,55.088
2,9,Kimi RäikkönenRAI,McLaren Mercedes,28,14:43:29,23.198,53.085
2,14,David CoulthardCOU,RBR Cosworth,28,14:43:50,29.318,1:00.255
3,21,Christijan AlbersALB,Minardi Cosworth,29,14:46:38,15.232,1:13.311
2,18,Tiago MonteiroMON,Jordan Toyota,31,14:48:47,28.533,56.254
2,20,Robert DoornbosDOO,Minardi Cosworth,33,14:51:52,30.812,59.770
2,3,Jenson ButtonBUT,BAR Honda,35,14:53:17,26.678,55.351
3,19,Narain KarthikeyanKAR,Jordan Toyota,34,14:54:40,28.034,1:22.842
2,1,Michael SchumacherMSC,Ferrari,36,14:54:46,25.918,53.999
4,21,Christijan AlbersALB,Minardi Cosworth,35,14:55:33,29.982,1:43.293
2,2,Rubens BarrichelloBAR,Ferrari,37,14:56:09,25.757,53.037
2,5,Fernando AlonsoALO,Renault,39,14:58:10,28.801,58.951
2,11,Jacques VilleneuveVIL,Sauber Petronas,39,14:59:20,25.284,54.298
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,40,14:59:26,25.198,52.106
4,19,Narain KarthikeyanKAR,Jordan Toyota,37,14:59:40,32.242,1:55.084
2,6,Giancarlo FisichellaFIS,Renault,40,14:59:55,25.925,52.326
2,16,Jarno TrulliTRU,Toyota,40,15:00:01,24.524,51.178
2,17,Ralf SchumacherRSC,Toyota,41,15:01:42,23.922,50.591
2,12,Felipe MassaMAS,Sauber Petronas,41,15:02:01,24.179,51.873
3,2,Rubens BarrichelloBAR,Ferrari,42,15:03:38,26.089,1:19.126
2,15,Christian KlienKLI,RBR Cosworth,42,15:03:45,24.234,53.039
3,4,Takuma SatoSAT,BAR Honda,42,15:03:52,24.168,1:17.871
3,7,Mark WebberWEB,Williams BMW,42,15:03:52,23.658,1:18.746
2,8,Antonio PizzoniaPIZ,Williams BMW,43,15:04:33,23.709,51.046
