Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,4,Takuma SatoSAT,BAR Honda,1,14:09:04,30.619,30.619
1,17,Ralf SchumacherRSC,Toyota,1,14:09:24,26.870,26.870
1,16,Jarno TrulliTRU,Toyota,8,14:19:42,13.658,13.658
1,2,Rubens BarrichelloBAR,Ferrari,11,14:24:27,25.585,25.585
1,8,Nick HeidfeldHEI,Williams BMW,12,14:25:35,23.876,23.876
1,9,Kimi RäikkönenRAI,McLaren Mercedes,18,14:34:41,25.702,25.702
2,16,Jarno TrulliTRU,Toyota,18,14:35:23,27.484,41.142
1,12,Felipe MassaMAS,Sauber Petronas,19,14:36:47,27.346,27.346
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,19,14:36:54,25.994,25.994
1,15,Vitantonio LiuzziLIU,RBR Cosworth,19,14:36:54,27.232,27.232
1,14,David CoulthardCOU,RBR Cosworth,20,14:38:06,27.099,27.099
1,20,Patrick Friesacher FRI,Minardi Cosworth,19,14:38:06,27.820,27.820
1,1,Michael SchumacherMSC,Ferrari,20,14:38:25,26.431,26.431
1,21,Christijan AlbersALB,Minardi Cosworth,20,14:39:33,28.087,28.087
1,18,Tiago MonteiroMON,Jordan Toyota,21,14:40:37,25.413,25.413
1,6,Giancarlo FisichellaFIS,Renault,22,14:41:40,26.905,26.905
1,19,Narain KarthikeyanKAR,Jordan Toyota,22,14:42:13,24.722,24.722
1,5,Fernando AlonsoALO,Renault,23,14:42:41,26.478,26.478
2,14,David CoulthardCOU,RBR Cosworth,23,14:43:15,13.683,40.782
1,3,Jenson ButtonBUT,BAR Honda,23,14:43:15,25.616,25.616
1,11,Jacques VilleneuveVIL,Sauber Petronas,24,14:45:17,26.019,26.019
2,17,Ralf SchumacherRSC,Toyota,26,14:48:26,25.374,52.244
2,4,Takuma SatoSAT,BAR Honda,27,14:49:58,25.370,55.989
2,8,Nick HeidfeldHEI,Williams BMW,31,14:55:09,24.911,48.787
2,21,Christijan AlbersALB,Minardi Cosworth,30,14:56:08,13.905,41.992
2,2,Rubens BarrichelloBAR,Ferrari,33,14:58:34,23.395,48.980
2,20,Patrick Friesacher FRI,Minardi Cosworth,37,15:07:46,28.357,56.177
3,21,Christijan AlbersALB,Minardi Cosworth,38,15:09:10,26.772,1:08.764
2,19,Narain KarthikeyanKAR,Jordan Toyota,40,15:11:01,24.509,49.231
2,9,Kimi RäikkönenRAI,McLaren Mercedes,43,15:13:40,23.444,49.146
2,18,Tiago MonteiroMON,Jordan Toyota,42,15:14:11,24.156,49.569
2,12,Felipe MassaMAS,Sauber Petronas,44,15:16:07,24.140,51.486
2,15,Vitantonio LiuzziLIU,RBR Cosworth,44,15:16:15,24.200,51.432
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,45,15:17:42,23.937,49.931
3,18,Tiago MonteiroMON,Jordan Toyota,44,15:17:48,13.732,1:03.301
3,16,Jarno TrulliTRU,Toyota,45,15:17:49,23.596,1:04.738
2,1,Michael SchumacherMSC,Ferrari,46,15:19:10,22.871,49.302
2,3,Jenson ButtonBUT,BAR Honda,46,15:19:25,23.459,49.075
2,5,Fernando AlonsoALO,Renault,47,15:20:04,22.738,49.216
2,11,Jacques VilleneuveVIL,Sauber Petronas,46,15:20:11,22.902,48.921
3,14,David CoulthardCOU,RBR Cosworth,47,15:20:35,22.793,1:03.575
3,2,Rubens BarrichelloBAR,Ferrari,48,15:21:56,21.880,1:10.860
3,4,Takuma SatoSAT,BAR Honda,49,15:24:32,21.936,1:17.925
3,8,Nick HeidfeldHEI,Williams BMW,50,15:24:55,22.073,1:10.860
2,6,Giancarlo FisichellaFIS,Renault,50,15:25:35,21.126,48.031
3,12,Felipe MassaMAS,Sauber Petronas,54,15:32:48,38.483,1:29.969
