Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,7,Mark WebberWEB,Williams BMW,18,14:28:17,25.553,25.553
1,17,Ralf SchumacherRSC,Toyota,24,14:36:04,25.539,25.539
1,9,Kimi RäikkönenRAI,McLaren Mercedes,25,14:36:53,24.824,24.824
1,16,Jarno TrulliTRU,Toyota,25,14:37:21,26.330,26.330
1,18,Tiago MonteiroMON,Jordan Toyota,25,14:38:36,23.409,23.409
1,5,Fernando AlonsoALO,Renault,27,14:39:55,23.952,23.952
1,14,David CoulthardCOU,RBR Cosworth,27,14:40:19,24.663,24.663
1,12,Felipe MassaMAS,Sauber Petronas,27,14:40:21,24.313,24.313
1,6,Giancarlo FisichellaFIS,Renault,29,14:42:30,22.810,22.810
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,29,14:42:41,19.941,19.941
1,19,Narain KarthikeyanKAR,Jordan Toyota,28,14:42:54,24.362,24.362
1,8,Nick HeidfeldHEI,Williams BMW,29,14:43:07,24.689,24.689
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,30,14:44:18,25.544,45.485
1,11,Jacques VilleneuveVIL,Sauber Petronas,31,14:45:46,25.257,25.257
1,1,Michael SchumacherMSC,Ferrari,32,14:46:31,24.245,24.245
1,2,Rubens BarrichelloBAR,Ferrari,34,14:49:40,26.307,26.307
2,6,Giancarlo FisichellaFIS,Renault,40,14:57:06,50.613,1:13.423
2,7,Mark WebberWEB,Williams BMW,43,15:01:18,24.817,50.370
2,1,Michael SchumacherMSC,Ferrari,44,15:02:31,30.526,54.771
2,19,Narain KarthikeyanKAR,Jordan Toyota,45,15:06:26,23.336,47.698
2,18,Tiago MonteiroMON,Jordan Toyota,46,15:07:28,25.555,48.964
2,9,Kimi RäikkönenRAI,McLaren Mercedes,49,15:08:10,24.261,49.085
2,5,Fernando AlonsoALO,Renault,49,15:08:37,21.980,45.932
2,17,Ralf SchumacherRSC,Toyota,51,15:11:37,21.732,47.271
2,14,David CoulthardCOU,RBR Cosworth,51,15:12:00,21.814,46.477
2,16,Jarno TrulliTRU,Toyota,52,15:12:53,21.651,47.981
2,12,Felipe MassaMAS,Sauber Petronas,52,15:13:23,21.077,45.390
2,8,Nick HeidfeldHEI,Williams BMW,55,15:17:19,21.152,45.841
3,10,Juan Pablo MontoyaMOY,McLaren Mercedes,56,15:18:27,20.122,1:05.607
