Pos,No,Driver,Car,Time,Gap,Laps
1,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:32.340,,13
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:32.345,+0.005s,13
3,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:32.446,+0.106s,12
4,44,Lewis HamiltonHAM,Mercedes,1:32.555,+0.215s,17
5,16,Charles LeclercLEC,Ferrari,1:32.624,+0.284s,21
6,63,George RussellRUS,Mercedes,1:32.731,+0.391s,17
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:32.919,+0.579s,16
8,55,Carlos SainzSAI,Ferrari,1:32.945,+0.605s,21
9,81,Oscar PiastriPIA,McLaren Mercedes,1:33.045,+0.705s,12
10,10,Pierre GaslyGAS,Alpine Renault,1:33.064,+0.724s,13
11,31,Esteban OconOCO,Alpine Renault,1:33.116,+0.776s,16
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:33.180,+0.840s,13
13,4,Lando NorrisNOR,McLaren Mercedes,1:33.202,+0.862s,16
14,20,Kevin MagnussenMAG,Haas Ferrari,1:33.381,+1.041s,21
15,27,Nico HulkenbergHUL,Haas Ferrari,1:33.423,+1.083s,23
16,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:33.475,+1.135s,15
17,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:33.629,+1.289s,14
18,2,Logan SargeantSAR,Williams Mercedes,1:33.665,+1.325s,15
19,23,Alexander AlbonALB,Williams Mercedes,1:33.882,+1.542s,15
20,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:34.082,+1.742s,18
