Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:12.776,,19
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:12.849,+0.073s,24
3,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:12.942,+0.166s,20
4,55,Carlos SainzSAI,Ferrari,1:13.261,+0.485s,20
5,4,Lando NorrisNOR,McLaren Mercedes,1:13.396,+0.620s,21
6,10,Pierre GaslyGAS,Alpine Renault,1:13.453,+0.677s,24
7,16,Charles LeclercLEC,Ferrari,1:13.475,+0.699s,19
8,44,Lewis HamiltonHAM,Mercedes,1:13.486,+0.710s,17
9,31,Esteban OconOCO,Alpine Renault,1:13.496,+0.720s,18
10,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:13.521,+0.745s,20
11,63,George RussellRUS,Mercedes,1:13.590,+0.814s,18
12,20,Kevin MagnussenMAG,Haas Ferrari,1:13.624,+0.848s,13
13,27,Nico HulkenbergHUL,Haas Ferrari,1:13.650,+0.874s,16
14,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:13.697,+0.921s,18
15,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:13.738,+0.962s,21
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:13.772,+0.996s,20
17,2,Logan SargeantSAR,Williams Mercedes,1:13.851,+1.075s,19
18,23,Alexander AlbonALB,Williams Mercedes,1:13.930,+1.154s,23
19,81,Oscar PiastriPIA,McLaren Mercedes,1:13.998,+1.222s,18
20,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:14.187,+1.411s,24
