Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,Ferrari,1:20.912,,23
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:20.998,+0.086s,23
3,44,Lewis HamiltonHAM,Mercedes,1:21.453,+0.541s,23
4,16,Charles LeclercLEC,Ferrari,1:21.486,+0.574s,23
5,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:21.711,+0.799s,24
6,63,George RussellRUS,Mercedes,1:21.730,+0.818s,25
7,20,Kevin MagnussenMAG,Haas Ferrari,1:21.884,+0.972s,21
8,27,Nico HulkenbergHUL,Haas Ferrari,1:21.985,+1.073s,27
9,23,Alexander AlbonALB,Williams Mercedes,1:22.054,+1.142s,18
10,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:22.192,+1.280s,16
11,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:22.245,+1.333s,31
12,40,Liam LawsonLAW,AlphaTauri Honda RBPT,1:22.296,+1.384s,29
13,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:22.297,+1.385s,28
14,81,Oscar PiastriPIA,McLaren Mercedes,1:22.302,+1.390s,17
15,2,Logan SargeantSAR,Williams Mercedes,1:22.380,+1.468s,23
16,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:22.511,+1.599s,30
17,4,Lando NorrisNOR,McLaren Mercedes,1:22.515,+1.603s,24
18,31,Esteban OconOCO,Alpine Renault,1:22.739,+1.827s,20
19,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:22.742,+1.830s,30
20,10,Pierre GaslyGAS,Alpine Renault,1:22.852,+1.940s,22
