Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:13.664,,14
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:13.914,+0.250s,14
3,44,Lewis HamiltonHAM,Mercedes,1:14.072,+0.408s,9
4,55,Carlos SainzSAI,Ferrari,1:14.240,+0.576s,20
5,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:14.264,+0.600s,14
6,63,George RussellRUS,Mercedes,1:14.278,+0.614s,16
7,16,Charles LeclercLEC,Ferrari,1:14.353,+0.689s,18
8,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:14.360,+0.696s,15
9,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:14.659,+0.995s,16
10,4,Lando NorrisNOR,McLaren Mercedes,1:14.681,+1.017s,20
11,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:14.681,+1.017s,15
12,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:14.693,+1.029s,18
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:14.756,+1.092s,14
14,27,Nico HulkenbergHUL,Haas Ferrari,1:14.988,+1.324s,12
15,81,Oscar PiastriPIA,McLaren Mercedes,1:15.105,+1.441s,17
16,31,Esteban OconOCO,Alpine Renault,1:15.266,+1.602s,15
17,20,Kevin MagnussenMAG,Haas Ferrari,1:15.534,+1.870s,12
18,10,Pierre GaslyGAS,Alpine Renault,1:15.841,+2.177s,14
19,23,Alexander AlbonALB,Williams Mercedes,1:15.851,+2.187s,13
20,2,Logan SargeantSAR,Williams Mercedes,1:16.529,+2.865s,5
