Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:27.419,,24
2,23,Alexander AlbonALB,Williams Mercedes,1:27.592,+0.173s,14
3,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:27.784,+0.365s,17
4,10,Pierre GaslyGAS,Alpine Renault,1:27.893,+0.474s,19
5,44,Lewis HamiltonHAM,Mercedes,1:27.948,+0.529s,16
6,55,Carlos SainzSAI,Ferrari,1:27.964,+0.545s,21
7,2,Logan SargeantSAR,Williams Mercedes,1:28.151,+0.732s,16
8,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:28.266,+0.847s,19
9,63,George RussellRUS,Mercedes,1:28.284,+0.865s,17
10,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:28.337,+0.918s,21
11,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:28.504,+1.085s,20
12,4,Lando NorrisNOR,McLaren Mercedes,1:28.563,+1.144s,18
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:28.620,+1.201s,15
14,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:28.904,+1.485s,19
15,20,Kevin MagnussenMAG,Haas Ferrari,1:29.207,+1.788s,13
16,31,Esteban OconOCO,Alpine Renault,1:29.233,+1.814s,22
17,81,Oscar PiastriPIA,McLaren Mercedes,1:29.437,+2.018s,20
18,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:29.586,+2.167s,15
19,27,Nico HulkenbergHUL,Haas Ferrari,1:33.590,+6.171s,13
20,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,,,2
