Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:30.267,,12
2,4,Lando NorrisNOR,McLaren Mercedes,1:30.507,+0.240s,16
3,81,Oscar PiastriPIA,McLaren Mercedes,1:30.555,+0.288s,15
4,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:31.004,+0.737s,12
5,16,Charles LeclercLEC,Ferrari,1:31.022,+0.755s,20
6,55,Carlos SainzSAI,Ferrari,1:31.137,+0.870s,20
7,44,Lewis HamiltonHAM,Mercedes,1:31.159,+0.892s,13
8,63,George RussellRUS,Mercedes,1:31.505,+1.238s,9
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:31.549,+1.282s,16
10,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:31.668,+1.401s,15
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:31.699,+1.432s,15
12,20,Kevin MagnussenMAG,Haas Ferrari,1:31.880,+1.613s,16
13,31,Esteban OconOCO,Alpine Renault,1:31.924,+1.657s,13
14,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:31.951,+1.684s,18
15,27,Nico HulkenbergHUL,Haas Ferrari,1:31.979,+1.712s,13
16,2,Logan SargeantSAR,Williams Mercedes,1:32.002,+1.735s,13
17,40,Liam LawsonLAW,AlphaTauri Honda RBPT,1:32.048,+1.781s,18
18,23,Alexander AlbonALB,Williams Mercedes,1:32.113,+1.846s,12
19,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:32.154,+1.887s,19
20,10,Pierre GaslyGAS,Alpine Renault,1:32.199,+1.932s,15
