Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:28.485,,20
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:29.098,+0.613s,15
3,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:29.483,+0.998s,21
4,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:29.509,+1.024s,21
5,44,Lewis HamiltonHAM,Mercedes,1:29.568,+1.083s,18
6,16,Charles LeclercLEC,Ferrari,1:29.588,+1.103s,16
7,4,Lando NorrisNOR,McLaren Mercedes,1:29.690,+1.205s,18
8,81,Oscar PiastriPIA,McLaren Mercedes,1:29.698,+1.213s,23
9,10,Pierre GaslyGAS,Alpine Renault,1:29.701,+1.216s,19
10,55,Carlos SainzSAI,Ferrari,1:29.761,+1.276s,16
11,63,George RussellRUS,Mercedes,1:29.811,+1.326s,19
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:29.917,+1.432s,21
13,27,Nico HulkenbergHUL,Haas Ferrari,1:29.933,+1.448s,19
14,31,Esteban OconOCO,Alpine Renault,1:29.953,+1.468s,19
15,23,Alexander AlbonALB,Williams Mercedes,1:29.983,+1.498s,18
16,2,Logan SargeantSAR,Williams Mercedes,1:30.035,+1.550s,18
17,20,Kevin MagnussenMAG,Haas Ferrari,1:30.131,+1.646s,15
18,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:30.317,+1.832s,20
19,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:30.797,+2.312s,20
