Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,77,Valtteri BottasBOT,Mercedes,1:33.750,1:33.160,1:32.029,18
2,5,Sebastian VettelVET,Ferrari,1:33.766,1:32.782,1:32.041,17
3,33,Max VerstappenVER,Red Bull Racing Honda,1:33.549,1:33.120,1:32.096,16
4,16,Charles LeclercLEC,Ferrari,1:33.988,1:32.760,1:32.137,19
5,44,Lewis HamiltonHAM,Mercedes,1:33.454,1:33.045,1:32.321,17
6,23,Alexander AlbonALB,Red Bull Racing Honda,1:33.984,1:32.898,1:32.548,14
7,55,Carlos SainzSAI,McLaren Renault,1:33.916,1:33.422,1:32.847,15
8,4,Lando NorrisNOR,McLaren Renault,1:33.353,1:33.316,1:33.175,18
9,3,Daniel RicciardoRIC,Renault,1:33.835,1:33.608,1:33.488,15
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:33.556,1:33.715,1:33.601,19
11,27,Nico HulkenbergHUL,Renault,1:34.092,1:33.815,,12
12,20,Kevin MagnussenMAG,Haas Ferrari,1:33.812,1:33.979,,12
13,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:34.138,1:33.989,,14
14,18,Lance StrollSTR,Racing Point BWT Mercedes,1:33.921,1:34.100,,14
15,8,Romain GrosjeanGRO,Haas Ferrari,1:34.161,1:34.158,,14
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:34.226,,,8
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:34.369,,,8
18,63,George RussellRUS,Williams Mercedes,1:35.372,,,9
19,11,Sergio PerezPER,Racing Point BWT Mercedes,1:35.808,,,5
20,88,Robert KubicaKUB,Williams Mercedes,1:35.889,,,9
