Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,16,Charles LeclercLEC,Ferrari,1:28.495,1:28.046,1:27.866,14
2,5,Sebastian VettelVET,Ferrari,1:28.733,1:28.356,1:28.160,14
3,44,Lewis HamiltonHAM,Mercedes,1:29.262,1:28.578,1:28.190,16
4,77,Valtteri BottasBOT,Mercedes,1:29.498,1:28.830,1:28.256,15
5,33,Max VerstappenVER,Red Bull Racing Honda,1:29.579,1:29.109,1:28.752,12
6,20,Kevin MagnussenMAG,Haas Ferrari,1:29.532,1:29.017,1:28.757,15
7,55,Carlos SainzSAI,McLaren Renault,1:29.528,1:29.055,1:28.813,17
8,8,Romain GrosjeanGRO,Haas Ferrari,1:29.688,1:29.249,1:29.015,17
9,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:29.959,1:29.471,1:29.022,18
10,4,Lando NorrisNOR,McLaren Renault,1:29.381,1:29.258,1:29.043,18
11,3,Daniel RicciardoRIC,Renault,1:29.859,1:29.488,,12
12,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:29.514,1:29.513,,15
13,10,Pierre GaslyGAS,Red Bull Racing Honda,1:29.900,1:29.526,,12
14,11,Sergio PerezPER,Racing Point BWT Mercedes,1:29.893,1:29.756,,12
15,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:29.876,1:29.854,,10
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:30.026,,,6
17,27,Nico HulkenbergHUL,Renault,1:30.034,,,6
18,18,Lance StrollSTR,Racing Point BWT Mercedes,1:30.217,,,6
19,63,George RussellRUS,Williams Mercedes,1:31.759,,,8
20,88,Robert KubicaKUB,Williams Mercedes,1:31.799,,,8
