Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,16,Charles LeclercLEC,Ferrari,1:20.126,1:19.553,1:19.307,18
2,44,Lewis HamiltonHAM,Mercedes,1:20.272,1:19.464,1:19.346,16
3,77,Valtteri BottasBOT,Mercedes,1:20.156,1:20.018,1:19.354,17
4,5,Sebastian VettelVET,Ferrari,1:20.378,1:19.715,1:19.457,17
5,3,Daniel RicciardoRIC,Renault,1:20.374,1:19.833,1:19.839,13
6,27,Nico HulkenbergHUL,Renault,1:20.155,1:20.275,1:20.049,14
7,55,Carlos SainzSAI,McLaren Renault,1:20.413,1:20.202,1:20.455,20
8,23,Alexander AlbonALB,Red Bull Racing Honda,1:20.382,1:20.021,DNF,15
9,18,Lance StrollSTR,Racing Point BWT Mercedes,1:20.643,1:20.498,DNF,19
10,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:20.634,1:20.515,DNF,16
11,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:20.657,1:20.517,,15
12,20,Kevin MagnussenMAG,Haas Ferrari,1:20.616,1:20.615,,14
13,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:20.723,1:20.630,,17
14,4,Lando NorrisNOR,McLaren Renault,1:20.646,1:21.068,,15
15,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:20.508,1:21.125,,15
16,8,Romain GrosjeanGRO,Haas Ferrari,1:20.784,,,8
17,11,Sergio PerezPER,Racing Point BWT Mercedes,1:21.291,,,6
18,63,George RussellRUS,Williams Mercedes,1:21.800,,,8
19,88,Robert KubicaKUB,Williams Mercedes,1:22.356,,,9
NC,33,Max VerstappenVER,Red Bull Racing Honda,DNF,,,3
