Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,77,Valtteri BottasBOT,Mercedes,1:16.979,1:15.924,1:15.406,18
2,44,Lewis HamiltonHAM,Mercedes,1:17.292,1:16.038,1:16.040,17
3,5,Sebastian VettelVET,Ferrari,1:17.425,1:16.667,1:16.272,18
4,33,Max VerstappenVER,Red Bull Racing Honda,1:17.244,1:16.726,1:16.357,12
5,16,Charles LeclercLEC,Ferrari,1:17.388,1:16.714,1:16.588,19
6,10,Pierre GaslyGAS,Red Bull Racing Honda,1:17.862,1:16.932,1:16.708,17
7,8,Romain GrosjeanGRO,Haas Ferrari,1:18.042,1:17.066,1:16.911,16
8,20,Kevin MagnussenMAG,Haas Ferrari,1:17.669,1:17.272,1:16.922,15
9,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:17.914,1:17.243,1:17.573,20
10,3,Daniel RicciardoRIC,Renault,1:18.385,1:17.299,1:18.106,19
11,4,Lando NorrisNOR,McLaren Renault,1:17.611,1:17.338,,14
12,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:17.796,1:17.445,,14
13,55,Carlos SainzSAI,McLaren Renault,1:17.760,1:17.599,,12
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:18.132,1:17.788,,14
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:18.286,1:17.886,,12
16,27,Nico HulkenbergHUL,Renault,1:18.404,,,7
17,18,Lance StrollSTR,Racing Point BWT Mercedes,1:18.471,,,9
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:18.664,,,8
19,63,George RussellRUS,Williams Mercedes,1:19.072,,,8
20,88,Robert KubicaKUB,Williams Mercedes,1:20.254,,,9
