Pos,No,Driver,Car,Time
1,1,Jim ClarkCLA,Lotus Climax,1:28.900
2,8,Jack BrabhamBRA,Lotus Climax,1:29.000
3,9,Dan GurneyGUR,Lotus Climax,1:29.100
4,3,John SurteesSUR,Ferrari,1:29.800
5,4,Lorenzo BandiniBAN,Ferrari,1:30.200
6,5,Graham HillHIL,BRM,1:30.300
7,6,Richie GintherGIN,BRM,1:30.400
8,2,Trevor  Taylor TAY,Lotus Climax,1:30.400
9,10,Bruce McLarenMCL,Cooper Climax,1:31.200
10,11,Tony MaggsMAG,Cooper Climax,1:31.500
11,12,Jo BonnierBON,Cooper Climax,1:32.000
12,7,Ernie PietersePIE,Lotus Climax,1:34.500
13,19,John LoveLOV,Cooper Climax,1:34.600
14,22,David ProphetPRO,Brabham Ford,1:35.500
15,21,Brausch NiemannNIE,Lotus Ford,1:35.600
16,18,Peter de KlerkDEK,Alfa Romeo,1:35.700
17,20,Sam TingleTIN,LDS Alfa Romeo,1:35.800
18,16,Doug SerrurierSER,Alfa Romeo,1:36.400
19,23,Trevor BlokdykBLO,Cooper Maserati,1:36.500
20,14,Carel Godin de Beaufort DEB,Porsche,1:36.600
