Pos,No,Driver,Car,Time
1,1,Graham HillHIL,BRM,1:13.400
2,8,Jim ClarkCLA,Lotus Climax,1:13.500
3,23,John SurteesSUR,Ferrari,1:13.700
4,2,Richie GintherGIN,BRM,1:14.000
5,5,Jack BrabhamBRA,Lotus Climax,1:14.200
6,6,Dan GurneyGUR,Lotus Climax,1:14.500
7,9,Trevor  Taylor TAY,Lotus Climax,1:15.600
8,17,Masten GregoryGRE,Lola Climax,1:15.600
9,24,Lorenzo BandiniBAN,Ferrari,1:15.800
10,4,Tony MaggsMAG,Cooper Climax,1:15.800
11,3,Bruce McLarenMCL,Cooper Climax,1:15.900
12,11,Jo BonnierBON,Cooper Climax,1:16.300
13,10,Pedro RodriguezROD,Lotus Climax,1:16.500
14,14,Jo SiffertSIF,Lotus BRM,1:16.500
15,25,Phil HillHIL,ATS,1:17.100
16,16,Jim  Hall HAL,Lotus BRM,1:17.700
17,18,Rodger WardWAR,Lola Climax,1:19.200
18,22,Hap  Sharp SHA,Lola Climax,1:20.000
19,12,Carel Godin de Beaufort DEB,Porsche,1:22.300
20,26,Giancarlo BaghettiBAG,ATS,1:25.200
21,21,Peter Broeker BRO,Stebro Ford,1:28.600
