Pos,No,Driver,Car,Time
1,3,Jim ClarkCLA,Lotus Climax,8:45.800
2,7,John SurteesSUR,Ferrari,8:46.700
3,15,Lorenzo BandiniBAN,Cooper Climax,8:54.300
4,1,Graham HillHIL,BRM,8:57.200
5,5,Bruce McLarenMCL,Cooper Climax,8:57.300
6,2,Richie GintherGIN,BRM,9:02.800
7,8,Willy MairesseMAI,Ferrari,9:03.500
8,9,Jack BrabhamBRA,Lotus Climax,9:04.200
9,18,Jo SiffertSIF,Lotus BRM,9:11.100
10,6,Tony MaggsMAG,Cooper Climax,9:11.600
11,14,Innes IrelandIRE,Lotus BRM,9:14.600
12,16,Jo BonnierBON,Cooper Climax,9:16.000
13,10,Dan GurneyGUR,Lotus Climax,9:17.200
14,21,Chris AmonAMO,Lola Climax,9:20.100
15,26,Gerhard MitterMIT,Porsche,9:20.900
16,20,Jim  Hall HAL,Lotus BRM,9:22.700
17,17,Carel Godin de Beaufort DEB,Porsche,9:25.100
18,4,Trevor  Taylor TAY,Lotus Climax,9:33.800
19,24,Ian Burgess BUR,Scirocco BRM,9:52.200
20,22,Mario  de Araujo Cabral DEA,Cooper Climax,9:53.100
21,28,Bernard  Collomb COL,Lotus Climax,10:01.000
22,23,Tony  Settember SET,Scirocco BRM,10:02.000
