Pos,No,Driver,Car,Time
1,8,Jim ClarkCLA,Lotus Climax,1:58.800
2,23,John SurteesSUR,Ferrari,2:00.500
3,1,Graham HillHIL,BRM,2:00.600
4,6,Dan GurneyGUR,Lotus Climax,2:01.600
5,2,Richie GintherGIN,BRM,2:01.800
6,3,Bruce McLarenMCL,Cooper Climax,2:02.300
7,24,Lorenzo BandiniBAN,Ferrari,2:02.400
8,11,Jo BonnierBON,Cooper Climax,2:02.600
9,14,Jo SiffertSIF,Lotus BRM,2:03.300
10,5,Jack BrabhamBRA,Lotus Climax,2:03.600
11,13,Moises SolanaSOL,Cooper Climax,2:04.100
12,9,Trevor  Taylor TAY,Lotus Climax,2:04.900
13,4,Tony MaggsMAG,Cooper Climax,2:05.200
14,17,Masten GregoryGRE,Lola Climax,2:05.500
15,16,Jim  Hall HAL,Lotus BRM,2:06.100
16,22,Hap  Sharp SHA,Lola Climax,2:07.700
17,25,Phil HillHIL,ATS,2:13.600
18,12,Carel Godin de Beaufort DEB,Porsche,2:14.100
19,18,Chris AmonAMO,Lola Climax,2:14.700
20,10,Pedro RodriguezROD,Lotus Climax,2:15.300
21,26,Giancarlo BaghettiBAG,ATS,2:22.300
