Pos,No,Driver,Car,Time
1,4,Jim ClarkCLA,Lotus Climax,1:34.400
2,9,Dan GurneyGUR,Lotus Climax,1:34.600
3,1,Graham HillHIL,BRM,1:34.800
4,8,Jack BrabhamBRA,Lotus Climax,1:35.000
5,10,John SurteesSUR,Ferrari,1:35.200
6,6,Bruce McLarenMCL,Cooper Climax,1:35.400
7,7,Tony MaggsMAG,Cooper Climax,1:36.000
8,3,Lorenzo BandiniBAN,Cooper Climax,1:36.000
9,2,Richie GintherGIN,BRM,1:36.000
10,5,Trevor  Taylor TAY,Lotus Climax,1:36.800
11,11,Innes IrelandIRE,Lotus BRM,1:36.800
12,14,Jo BonnierBON,Cooper Climax,1:36.800
13,12,Jim  Hall HAL,Lotus BRM,1:37.000
14,19,Chris AmonAMO,Lola Climax,1:37.200
15,25,Jo SiffertSIF,Lotus BRM,1:38.400
16,22,Bob AndersonAND,Lola Climax,1:39.000
17,20,Mike HailwoodHAI,Lola Climax,1:39.800
18,15,Tony  Settember SET,Scirocco BRM,1:40.800
19,26,Ian RabyRAB,Gilby BRM,1:42.400
20,16,Ian Burgess BUR,Scirocco BRM,1:42.600
21,23,Carel Godin de Beaufort DEB,Porsche,1:43.400
22,21,Masten GregoryGRE,Lola Climax,1:44.200
23,24,John  Campbell-Jones CAM,Lotus BRM,1:48.800
