Pos,No,Driver,Car,Time
1,18,Jim ClarkCLA,Lotus Climax,2:20.200
2,2,Graham HillHIL,BRM,2:20.900
3,8,Dan GurneyGUR,Lotus Climax,2:21.700
4,16,John SurteesSUR,Ferrari,2:21.900
5,6,Jack BrabhamBRA,Lotus Climax,2:21.900
6,10,Bruce McLarenMCL,Cooper Climax,2:22.500
7,20,Trevor  Taylor TAY,Lotus Climax,2:23.700
8,12,Tony MaggsMAG,Cooper Climax,2:24.400
9,32,Innes IrelandIRE,Lotus BRM,2:25.100
10,36,Jo SiffertSIF,Lotus BRM,2:25.200
11,44,Jo BonnierBON,Cooper Climax,2:25.700
12,4,Richie GintherGIN,BRM,2:25.900
13,42,Phil HillHIL,Lotus BRM,2:27.700
14,28,Maurice  TrintignantTRI,Lola Climax,2:28.300
15,30,Chris AmonAMO,Lola Climax,2:30.500
16,34,Jim  Hall HAL,Lotus BRM,2:30.900
17,48,Masten GregoryGRE,Lotus BRM,2:33.200
18,38,Tony  Settember SET,Scirocco BRM,2:36.700
19,46,Lorenzo BandiniBAN,Cooper Climax,2:37.800
