Pos,No,Driver,Car,Time
1,6,Jim ClarkCLA,Lotus Climax,1:31.600
2,12,Graham HillHIL,BRM,1:32.200
3,20,Bruce McLarenMCL,Cooper Climax,1:32.300
4,16,Jack BrabhamBRA,Lotus Climax,1:32.400
5,2,John SurteesSUR,Ferrari,1:33.000
6,14,Richie GintherGIN,BRM,1:33.300
7,30,Innes IrelandIRE,Lotus BRM,1:33.300
8,28,Jo BonnierBON,Cooper Climax,1:34.100
9,22,Tony MaggsMAG,Cooper Climax,1:34.300
10,8,Trevor  Taylor TAY,Lotus Climax,1:35.200
11,4,Ludovico ScarfiottiSCA,Ferrari,1:35.600
12,10,Chris AmonAMO,Lola Climax,1:35.900
13,24,Phil HillHIL,ATS,1:36.000
14,18,Dan GurneyGUR,Lotus Climax,1:36.200
15,26,Giancarlo BaghettiBAG,ATS,1:37.800
16,34,Gerhard MitterMIT,Porsche,1:38.800
17,36,Jo SiffertSIF,Lotus BRM,1:39.000
18,42,Jim  Hall HAL,Lotus BRM,1:39.000
19,32,Carel Godin de Beaufort DEB,Porsche,1:39.300
