Pos,No,Driver,Car,Time
1,4,John SurteesSUR,Ferrari,1:37.300
2,12,Graham HillHIL,BRM,1:38.500
3,8,Jim ClarkCLA,Lotus Climax,1:39.000
4,10,Richie GintherGIN,BRM,1:39.190
5,24,Dan GurneyGUR,Lotus Climax,1:39.250
6,2,Lorenzo BandiniBAN,Ferrari,1:40.100
7,22,Jack BrabhamBRA,Lotus Climax,1:40.400
8,18,Bruce McLarenMCL,Cooper Climax,1:40.500
9,6,Mike SpenceSPE,Lotus Climax,1:40.900
10,32,Innes IrelandIRE,Lotus BRM,1:41.600
11,58,Jo BonnierBON,Cooper Climax,1:41.900
12,42,Masten GregoryGRE,Lola Climax,1:42.100
13,20,Tony MaggsMAG,Cooper Climax,1:42.200
14,16,Phil HillHIL,ATS,1:42.700
15,54,Jo SiffertSIF,Lotus BRM,1:43.300
16,30,Jim  Hall HAL,Lotus BRM,1:43.800
17,40,Mike HailwoodHAI,Lola Climax,1:43.900
18,48,Bob AndersonAND,Lola Climax,1:44.200
19,66,Maurice  TrintignantTRI,Cooper Climax,1:44.400
20,14,Giancarlo BaghettiBAG,ATS,1:46.800
