Pos,No,Driver,Car,Time
1,9,Jim ClarkCLA,Lotus Climax,1:34.300
2,6,Graham HillHIL,BRM,1:35.000
3,21,John SurteesSUR,Ferrari,1:35.200
4,5,Richie GintherGIN,BRM,1:35.200
5,14,Innes IrelandIRE,Lotus BRM,1:35.500
6,4,Dan GurneyGUR,Lotus Climax,1:35.800
7,20,Willy MairesseMAI,Ferrari,1:35.900
8,7,Bruce McLarenMCL,Cooper Climax,1:36.000
9,10,Trevor  Taylor TAY,Lotus Climax,1:37.200
10,8,Tony MaggsMAG,Cooper Climax,1:37.900
11,11,Jo BonnierBON,Cooper Climax,1:38.600
12,25,Jo SiffertSIF,Lotus BRM,1:39.400
13,12,Jim  Hall HAL,Lotus BRM,1:41.000
14,17,Maurice  TrintignantTRI,Lola Climax,1:41.300
15,3,Jack BrabhamBRA,Lotus Climax,1:44.700
