Pos,No,Driver,Car,Time
1,7,Graham HillHIL,BRM,3:54.100
2,18,Dan GurneyGUR,Lotus Climax,3:55.000
3,10,Willy MairesseMAI,Ferrari,3:55.300
4,15,Tony MaggsMAG,Cooper Climax,3:56.000
5,14,Bruce McLarenMCL,Cooper Climax,3:56.200
6,17,Jack BrabhamBRA,Lotus Climax,3:56.600
7,4,Innes IrelandIRE,Lotus BRM,3:56.900
8,1,Jim ClarkCLA,Lotus Climax,3:57.100
9,8,Richie GintherGIN,BRM,3:57.600
10,9,John SurteesSUR,Ferrari,3:57.900
11,2,Trevor  Taylor TAY,Lotus Climax,3:58.100
12,5,Jim  Hall HAL,Lotus BRM,4:00.100
13,12,Jo BonnierBON,Cooper Climax,4:00.100
14,28,Jo SiffertSIF,Lotus BRM,4:02.300
15,21,Chris AmonAMO,Lola Climax,4:04.900
16,22,Lucien BianchiBIA,Lola Climax,4:06.500
17,26,Phil HillHIL,ATS,4:06.700
18,29,Carel Godin de Beaufort DEB,Porsche,4:14.600
19,24,Tony  Settember SET,Scirocco BRM,4:25.200
20,27,Giancarlo BaghettiBAG,ATS,4:33.600
