Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:16.656,,19
2,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:17.139,+0.483s,19
3,55,Carlos SainzSAI,Renault,1:17.926,+1.270s,20
4,27,Nico HulkenbergHUL,Renault,1:18.028,+1.372s,21
5,44,Lewis HamiltonHAM,Mercedes,1:18.075,+1.419s,23
6,77,Valtteri BottasBOT,Mercedes,1:18.322,+1.666s,27
7,5,Sebastian VettelVET,Ferrari,1:18.746,+2.090s,17
8,7,Kimi RäikkönenRAI,Ferrari,1:18.936,+2.280s,22
9,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:19.024,+2.368s,29
10,34,Nicholas LatifiLAT,Force India Mercedes,1:19.078,+2.422s,23
11,11,Sergio PerezPER,Force India Mercedes,1:19.124,+2.468s,29
12,36,Antonio GiovinazziGIO,Sauber Ferrari,1:19.134,+2.478s,25
13,8,Romain GrosjeanGRO,Haas Ferrari,1:19.276,+2.620s,26
14,9,Marcus EricssonERI,Sauber Ferrari,1:19.312,+2.656s,28
15,47,Lando NorrisNOR,McLaren Renault,1:19.646,+2.990s,23
16,2,Stoffel VandoorneVAN,McLaren Renault,1:19.716,+3.060s,29
17,20,Kevin MagnussenMAG,Haas Ferrari,1:19.853,+3.197s,28
18,35,Sergey SirotkinSIR,Williams Mercedes,1:19.899,+3.243s,30
19,18,Lance StrollSTR,Williams Mercedes,1:20.142,+3.486s,26
20,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,,,2
