Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:13.302,,26
2,44,Lewis HamiltonHAM,Mercedes,1:13.390,+0.088s,29
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:13.518,+0.216s,24
4,5,Sebastian VettelVET,Ferrari,1:13.574,+0.272s,19
5,77,Valtteri BottasBOT,Mercedes,1:13.617,+0.315s,31
6,7,Kimi RäikkönenRAI,Ferrari,1:13.727,+0.425s,28
7,14,Fernando AlonsoALO,McLaren Renault,1:13.900,+0.598s,27
8,55,Carlos SainzSAI,Renault,1:14.116,+0.814s,24
9,2,Stoffel VandoorneVAN,McLaren Renault,1:14.311,+1.009s,19
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:15.004,+1.702s,31
11,31,Esteban OconOCO,Force India Mercedes,1:15.071,+1.769s,29
12,8,Romain GrosjeanGRO,Haas Ferrari,1:15.119,+1.817s,21
13,9,Marcus EricssonERI,Sauber Ferrari,1:15.386,+2.084s,30
14,16,Charles LeclercLEC,Sauber Ferrari,1:15.439,+2.137s,30
15,20,Kevin MagnussenMAG,Haas Ferrari,1:15.579,+2.277s,21
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:15.756,+2.454s,38
17,35,Sergey SirotkinSIR,Williams Mercedes,1:15.768,+2.466s,30
18,18,Lance StrollSTR,Williams Mercedes,1:16.259,+2.957s,16
19,34,Nicholas LatifiLAT,Force India Mercedes,1:17.145,+3.843s,28
20,27,Nico HulkenbergHUL,Renault,,,3
