Pos,No,Driver,Car,Time,Gap,Laps
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:12.126,,36
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:12.280,+0.154s,25
3,44,Lewis HamiltonHAM,Mercedes,1:12.480,+0.354s,34
4,5,Sebastian VettelVET,Ferrari,1:13.041,+0.915s,40
5,7,Kimi RäikkönenRAI,Ferrari,1:13.066,+0.940s,38
6,55,Carlos SainzSAI,Renault,1:13.456,+1.330s,40
7,77,Valtteri BottasBOT,Mercedes,1:13.502,+1.376s,39
8,11,Sergio PerezPER,Force India Mercedes,1:13.717,+1.591s,39
9,8,Romain GrosjeanGRO,Haas Ferrari,1:13.943,+1.817s,24
10,35,Sergey SirotkinSIR,Williams Mercedes,1:13.962,+1.836s,40
11,31,Esteban OconOCO,Force India Mercedes,1:14.000,+1.874s,39
12,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:14.034,+1.908s,46
13,27,Nico HulkenbergHUL,Renault,1:14.134,+2.008s,38
14,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:14.240,+2.114s,38
15,2,Stoffel VandoorneVAN,McLaren Renault,1:14.291,+2.165s,37
16,16,Charles LeclercLEC,Sauber Ferrari,1:14.521,+2.395s,39
17,14,Fernando AlonsoALO,McLaren Renault,1:14.637,+2.511s,16
18,18,Lance StrollSTR,Williams Mercedes,1:14.782,+2.656s,43
19,9,Marcus EricssonERI,Sauber Ferrari,1:15.206,+3.080s,39
20,20,Kevin MagnussenMAG,Haas Ferrari,1:18.801,+6.675s,7
