Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:28.691,,25
2,77,Valtteri BottasBOT,Mercedes,1:29.137,+0.446s,26
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:29.373,+0.682s,32
4,7,Kimi RäikkönenRAI,Ferrari,1:29.627,+0.936s,20
5,5,Sebastian VettelVET,Ferrari,1:29.685,+0.994s,20
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:29.841,+1.150s,30
7,31,Esteban OconOCO,Force India Mercedes,1:30.591,+1.900s,28
8,8,Romain GrosjeanGRO,Haas Ferrari,1:30.814,+2.123s,22
9,16,Charles LeclercLEC,Sauber Ferrari,1:30.929,+2.238s,27
10,9,Marcus EricssonERI,Sauber Ferrari,1:31.073,+2.382s,29
11,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:31.073,+2.382s,20
12,55,Carlos SainzSAI,Renault,1:31.100,+2.409s,23
13,11,Sergio PerezPER,Force India Mercedes,1:31.272,+2.581s,29
14,20,Kevin MagnussenMAG,Haas Ferrari,1:31.274,+2.583s,28
15,27,Nico HulkenbergHUL,Renault,1:31.418,+2.727s,18
16,18,Lance StrollSTR,Williams Mercedes,1:31.508,+2.817s,27
17,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:31.908,+3.217s,23
18,14,Fernando AlonsoALO,McLaren Renault,1:32.034,+3.343s,21
19,35,Sergey SirotkinSIR,Williams Mercedes,1:32.513,+3.822s,26
20,47,Lando NorrisNOR,McLaren Renault,1:32.683,+3.992s,30
