Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:44.358,,19
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:44.509,+0.151s,20
3,44,Lewis HamiltonHAM,Mercedes,1:44.676,+0.318s,22
4,7,Kimi RäikkönenRAI,Ferrari,1:44.718,+0.360s,17
5,77,Valtteri BottasBOT,Mercedes,1:44.724,+0.366s,25
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:45.558,+1.200s,4
7,31,Esteban OconOCO,Force India Mercedes,1:45.786,+1.428s,22
8,27,Nico HulkenbergHUL,Renault,1:45.951,+1.593s,19
9,11,Sergio PerezPER,Force India Mercedes,1:46.169,+1.811s,21
10,55,Carlos SainzSAI,Renault,1:46.210,+1.852s,19
11,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:46.300,+1.942s,25
12,8,Romain GrosjeanGRO,Haas Ferrari,1:46.387,+2.029s,20
13,16,Charles LeclercLEC,Sauber Ferrari,1:46.554,+2.196s,20
14,9,Marcus EricssonERI,Sauber Ferrari,1:46.557,+2.199s,19
15,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:46.932,+2.574s,23
16,18,Lance StrollSTR,Williams Mercedes,1:46.965,+2.607s,25
17,20,Kevin MagnussenMAG,Haas Ferrari,1:47.012,+2.654s,21
18,47,Lando NorrisNOR,McLaren Renault,1:47.364,+3.006s,26
19,35,Sergey SirotkinSIR,Williams Mercedes,1:47.367,+3.009s,23
20,2,Stoffel VandoorneVAN,McLaren Renault,1:47.452,+3.094s,13
