Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:24.026,,27
2,77,Valtteri BottasBOT,Mercedes,1:24.577,+0.551s,29
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:24.771,+0.745s,26
4,7,Kimi RäikkönenRAI,Ferrari,1:24.875,+0.849s,23
5,5,Sebastian VettelVET,Ferrari,1:24.995,+0.969s,22
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:25.063,+1.037s,25
7,8,Romain GrosjeanGRO,Haas Ferrari,1:25.730,+1.704s,24
8,14,Fernando AlonsoALO,McLaren Renault,1:25.896,+1.870s,16
9,55,Carlos SainzSAI,Renault,1:25.922,+1.896s,23
10,2,Stoffel VandoorneVAN,McLaren Renault,1:26.482,+2.456s,15
11,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:26.494,+2.468s,25
12,35,Sergey SirotkinSIR,Williams Mercedes,1:26.536,+2.510s,25
13,27,Nico HulkenbergHUL,Renault,1:26.583,+2.557s,25
14,31,Esteban OconOCO,Force India Mercedes,1:26.605,+2.579s,30
15,18,Lance StrollSTR,Williams Mercedes,1:26.636,+2.610s,30
16,11,Sergio PerezPER,Force India Mercedes,1:26.767,+2.741s,26
17,20,Kevin MagnussenMAG,Haas Ferrari,1:27.035,+3.009s,13
18,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:27.745,+3.719s,16
19,9,Marcus EricssonERI,Sauber Ferrari,1:27.964,+3.938s,28
20,16,Charles LeclercLEC,Sauber Ferrari,1:28.853,+4.827s,28
