Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:47.502,,6
2,77,Valtteri BottasBOT,Mercedes,1:48.806,+1.304s,7
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:48.847,+1.345s,9
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:49.326,+1.824s,9
5,5,Sebastian VettelVET,Ferrari,1:49.489,+1.987s,18
6,7,Kimi RäikkönenRAI,Ferrari,1:49.928,+2.426s,20
7,55,Carlos SainzSAI,Renault,1:50.665,+3.163s,8
8,8,Romain GrosjeanGRO,Haas Ferrari,1:50.821,+3.319s,10
9,16,Charles LeclercLEC,Sauber Ferrari,1:50.961,+3.459s,14
10,9,Marcus EricssonERI,Sauber Ferrari,1:51.016,+3.514s,14
11,14,Fernando AlonsoALO,McLaren Renault,1:51.036,+3.534s,9
12,47,Lando NorrisNOR,McLaren Renault,1:51.232,+3.730s,9
13,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:51.234,+3.732s,19
14,11,Sergio PerezPER,Force India Mercedes,1:51.459,+3.957s,18
15,35,Sergey SirotkinSIR,Williams Mercedes,1:51.589,+4.087s,14
16,20,Kevin MagnussenMAG,Haas Ferrari,1:51.614,+4.112s,15
17,31,Esteban OconOCO,Force India Mercedes,1:51.655,+4.153s,17
18,27,Nico HulkenbergHUL,Renault,1:51.717,+4.215s,7
19,18,Lance StrollSTR,Williams Mercedes,1:51.896,+4.394s,14
20,38,Sean GelaelGEL,Scuderia Toro Rosso Honda,1:52.625,+5.123s,21
