Pos,No,Driver,Car,Time,Gap,Laps
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:13.525,,22
2,44,Lewis HamiltonHAM,Mercedes,1:13.529,+0.004s,29
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:13.714,+0.189s,34
4,5,Sebastian VettelVET,Ferrari,1:13.796,+0.271s,23
5,77,Valtteri BottasBOT,Mercedes,1:13.903,+0.378s,30
6,7,Kimi RäikkönenRAI,Ferrari,1:14.267,+0.742s,24
7,8,Romain GrosjeanGRO,Haas Ferrari,1:14.691,+1.166s,29
8,20,Kevin MagnussenMAG,Haas Ferrari,1:14.853,+1.328s,28
9,16,Charles LeclercLEC,Sauber Ferrari,1:15.097,+1.572s,25
10,27,Nico HulkenbergHUL,Renault,1:15.282,+1.757s,32
11,11,Sergio PerezPER,Force India Mercedes,1:15.415,+1.890s,29
12,14,Fernando AlonsoALO,McLaren Renault,1:15.544,+2.019s,13
13,18,Lance StrollSTR,Williams Mercedes,1:15.629,+2.104s,32
14,55,Carlos SainzSAI,Renault,1:15.769,+2.244s,10
15,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:15.864,+2.339s,36
16,35,Sergey SirotkinSIR,Williams Mercedes,1:15.876,+2.351s,34
17,34,Nicholas LatifiLAT,Force India Mercedes,1:16.023,+2.498s,27
18,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:16.071,+2.546s,32
19,36,Antonio GiovinazziGIO,Sauber Ferrari,1:16.136,+2.611s,23
20,2,Stoffel VandoorneVAN,McLaren Renault,1:16.149,+2.624s,14
