Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:34.488,,19
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:34.538,+0.050s,22
3,44,Lewis HamiltonHAM,Mercedes,1:34.818,+0.330s,23
4,77,Valtteri BottasBOT,Mercedes,1:34.999,+0.511s,28
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:35.524,+1.036s,11
6,31,Esteban OconOCO,Force India Mercedes,1:35.663,+1.175s,24
7,7,Kimi RäikkönenRAI,Ferrari,1:35.696,+1.208s,19
8,20,Kevin MagnussenMAG,Haas Ferrari,1:36.196,+1.708s,21
9,27,Nico HulkenbergHUL,Renault,1:36.274,+1.786s,18
10,36,Antonio GiovinazziGIO,Sauber Ferrari,1:36.712,+2.224s,22
11,8,Romain GrosjeanGRO,Haas Ferrari,1:36.816,+2.328s,23
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:36.944,+2.456s,25
13,47,Lando NorrisNOR,McLaren Renault,1:37.022,+2.534s,25
14,16,Charles LeclercLEC,Sauber Ferrari,1:37.054,+2.566s,24
15,46,Artem MarkelovMAR,Renault,1:37.183,+2.695s,22
16,2,Stoffel VandoorneVAN,McLaren Renault,1:37.187,+2.699s,27
17,34,Nicholas LatifiLAT,Force India Mercedes,1:37.206,+2.718s,24
18,35,Sergey SirotkinSIR,Williams Mercedes,1:37.225,+2.737s,25
19,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:37.944,+3.456s,28
20,18,Lance StrollSTR,Williams Mercedes,1:39.137,+4.649s,13
