Pos,No,Driver,Car,Time,Gap,Laps
1,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:15.810,,25
2,63,George RussellRUS,Mercedes,1:16.273,+0.463s,24
3,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:16.464,+0.654s,27
4,16,Charles LeclercLEC,Ferrari,1:16.556,+0.746s,24
5,3,Daniel RicciardoRIC,RB Honda RBPT,1:16.731,+0.921s,23
6,20,Kevin MagnussenMAG,Haas Ferrari,1:16.773,+0.963s,15
7,44,Lewis HamiltonHAM,Mercedes,1:16.908,+1.098s,27
8,22,Yuki TsunodaTSU,RB Honda RBPT,1:16.951,+1.141s,22
9,23,Alexander AlbonALB,Williams Mercedes,1:16.977,+1.167s,22
10,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:17.041,+1.231s,19
11,31,Esteban OconOCO,Alpine Renault,1:17.417,+1.607s,31
12,2,Logan SargeantSAR,Williams Mercedes,1:17.496,+1.686s,22
13,55,Carlos SainzSAI,Ferrari,1:17.722,+1.912s,27
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:17.817,+2.007s,21
15,27,Nico HulkenbergHUL,Haas Ferrari,1:17.903,+2.093s,20
16,81,Oscar PiastriPIA,McLaren Mercedes,1:19.008,+3.198s,20
17,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:19.087,+3.277s,17
18,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:19.311,+3.501s,4
19,10,Pierre GaslyGAS,Alpine Renault,1:20.789,+4.979s,26
20,4,Lando NorrisNOR,McLaren Mercedes,1:20.843,+5.033s,21
