Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,Ferrari,1:17.699,,34
2,81,Oscar PiastriPIA,McLaren Mercedes,1:17.877,+0.178s,30
3,22,Yuki TsunodaTSU,RB Honda RBPT,1:17.878,+0.179s,30
4,16,Charles LeclercLEC,Ferrari,1:17.887,+0.188s,31
5,4,Lando NorrisNOR,McLaren Mercedes,1:17.948,+0.249s,36
6,20,Kevin MagnussenMAG,Haas Ferrari,1:18.239,+0.540s,34
7,44,Lewis HamiltonHAM,Mercedes,1:18.279,+0.580s,36
8,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:18.351,+0.652s,32
9,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:18.392,+0.693s,32
10,30,Liam LawsonLAW,RB Honda RBPT,1:18.560,+0.861s,29
11,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:18.579,+0.880s,35
12,27,Nico HulkenbergHUL,Haas Ferrari,1:18.621,+0.922s,34
13,31,Esteban OconOCO,Alpine Renault,1:18.656,+0.957s,30
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:18.890,+1.191s,34
15,43,Franco ColapintoCOL,Williams Mercedes,1:18.908,+1.209s,30
16,10,Pierre GaslyGAS,Alpine Renault,1:18.942,+1.243s,30
17,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:18.980,+1.281s,37
18,63,George RussellRUS,Mercedes,1:19.041,+1.342s,4
19,1,Max VerstappenVER,Red Bull Racing Honda RBPT,,,4
