Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:13.264,,28
2,55,Carlos SainzSAI,Ferrari,1:13.286,+0.022s,30
3,4,Lando NorrisNOR,McLaren Mercedes,1:13.319,+0.055s,31
4,10,Pierre GaslyGAS,Alpine Renault,1:13.443,+0.179s,27
5,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:13.504,+0.240s,29
6,16,Charles LeclercLEC,Ferrari,1:13.597,+0.333s,22
7,81,Oscar PiastriPIA,McLaren Mercedes,1:13.622,+0.358s,28
8,63,George RussellRUS,Mercedes,1:13.722,+0.458s,28
9,31,Esteban OconOCO,Alpine Renault,1:13.766,+0.502s,30
10,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:13.924,+0.660s,30
11,20,Kevin MagnussenMAG,Haas Ferrari,1:14.021,+0.757s,32
12,27,Nico HulkenbergHUL,Haas Ferrari,1:14.053,+0.789s,29
13,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:14.081,+0.817s,23
14,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:14.091,+0.827s,28
15,22,Yuki TsunodaTSU,RB Honda RBPT,1:14.211,+0.947s,31
16,3,Daniel RicciardoRIC,RB Honda RBPT,1:14.257,+0.993s,29
17,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:14.345,+1.081s,21
18,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:14.402,+1.138s,28
19,23,Alexander AlbonALB,Williams Mercedes,1:14.807,+1.543s,34
20,2,Logan SargeantSAR,Williams Mercedes,1:15.070,+1.806s,33
