Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:17.788,,24
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:18.031,+0.243s,20
3,55,Carlos SainzSAI,Ferrari,1:18.185,+0.397s,23
4,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:18.255,+0.467s,23
5,63,George RussellRUS,Mercedes,1:18.294,+0.506s,20
6,20,Kevin MagnussenMAG,Haas Ferrari,1:18.315,+0.527s,24
7,44,Lewis HamiltonHAM,Mercedes,1:18.363,+0.575s,20
8,3,Daniel RicciardoRIC,RB Honda RBPT,1:18.371,+0.583s,20
9,23,Alexander AlbonALB,Williams Mercedes,1:18.514,+0.726s,22
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:18.519,+0.731s,23
11,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:18.586,+0.798s,25
12,2,Logan SargeantSAR,Williams Mercedes,1:18.611,+0.823s,21
13,81,Oscar PiastriPIA,McLaren Mercedes,1:18.618,+0.830s,21
14,31,Esteban OconOCO,Alpine Renault,1:18.754,+0.966s,25
15,27,Nico HulkenbergHUL,Haas Ferrari,1:18.791,+1.003s,25
16,10,Pierre GaslyGAS,Alpine Renault,1:18.888,+1.100s,24
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:19.179,+1.391s,25
18,16,Charles LeclercLEC,Ferrari,1:19.286,+1.498s,8
19,22,Yuki TsunodaTSU,RB Honda RBPT,1:19.606,+1.818s,13
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:20.067,+2.279s,25
