Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:20.738,,24
2,4,Lando NorrisNOR,McLaren Mercedes,1:20.741,+0.003s,23
3,55,Carlos SainzSAI,Ferrari,1:20.841,+0.103s,27
4,81,Oscar PiastriPIA,McLaren Mercedes,1:20.858,+0.120s,24
5,16,Charles LeclercLEC,Ferrari,1:20.892,+0.154s,26
6,63,George RussellRUS,Mercedes,1:21.086,+0.348s,20
7,27,Nico HulkenbergHUL,Haas Ferrari,1:21.140,+0.402s,25
8,3,Daniel RicciardoRIC,RB Honda RBPT,1:21.300,+0.562s,23
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:21.316,+0.578s,24
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:21.363,+0.625s,27
11,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:21.461,+0.723s,25
12,20,Kevin MagnussenMAG,Haas Ferrari,1:21.499,+0.761s,11
13,23,Alexander AlbonALB,Williams Mercedes,1:21.592,+0.854s,25
14,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:21.610,+0.872s,24
15,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:21.678,+0.940s,14
16,22,Yuki TsunodaTSU,RB Honda RBPT,1:21.735,+0.997s,20
17,43,Franco ColapintoCOL,Williams Mercedes,1:21.784,+1.046s,20
18,10,Pierre GaslyGAS,Alpine Renault,1:21.819,+1.081s,23
19,31,Esteban OconOCO,Alpine Renault,1:21.867,+1.129s,22
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:22.223,+1.485s,27
