Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:17.277,,26
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:17.658,+0.381s,21
3,55,Carlos SainzSAI,Ferrari,1:17.707,+0.430s,25
4,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:17.822,+0.545s,29
5,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:17.912,+0.635s,31
6,63,George RussellRUS,Mercedes,1:17.951,+0.674s,24
7,81,Oscar PiastriPIA,McLaren Mercedes,1:18.077,+0.800s,29
8,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:18.090,+0.813s,33
9,4,Lando NorrisNOR,McLaren Mercedes,1:18.155,+0.878s,23
10,22,Yuki TsunodaTSU,RB Honda RBPT,1:18.188,+0.911s,27
11,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:18.421,+1.144s,32
12,3,Daniel RicciardoRIC,RB Honda RBPT,1:18.534,+1.257s,30
13,2,Logan SargeantSAR,Williams Mercedes,1:18.578,+1.301s,23
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:18.585,+1.308s,32
15,10,Pierre GaslyGAS,Alpine Renault,1:18.691,+1.414s,33
16,27,Nico HulkenbergHUL,Haas Ferrari,1:18.702,+1.425s,28
17,31,Esteban OconOCO,Alpine Renault,1:18.705,+1.428s,32
18,44,Lewis HamiltonHAM,Mercedes,1:18.834,+1.557s,23
19,20,Kevin MagnussenMAG,Haas Ferrari,1:19.275,+1.998s,31
