Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:23.517,,25
2,81,Oscar PiastriPIA,McLaren Mercedes,1:23.751,+0.234s,28
3,27,Nico HulkenbergHUL,Haas Ferrari,1:23.979,+0.462s,28
4,55,Carlos SainzSAI,Ferrari,1:24.099,+0.582s,28
5,44,Lewis HamiltonHAM,Mercedes,1:24.119,+0.602s,28
6,16,Charles LeclercLEC,Ferrari,1:24.201,+0.684s,28
7,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:24.230,+0.713s,24
8,20,Kevin MagnussenMAG,Haas Ferrari,1:24.235,+0.718s,25
9,23,Alexander AlbonALB,Williams Mercedes,1:24.269,+0.752s,22
10,22,Yuki TsunodaTSU,RB Honda RBPT,1:24.497,+0.980s,28
11,30,Liam LawsonLAW,RB Honda RBPT,1:24.503,+0.986s,25
12,10,Pierre GaslyGAS,Alpine Renault,1:24.517,+1.000s,27
13,63,George RussellRUS,Mercedes,1:24.534,+1.017s,24
14,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:24.555,+1.038s,27
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:24.557,+1.040s,23
16,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:24.574,+1.057s,25
17,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:24.598,+1.081s,26
18,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:24.686,+1.169s,29
19,61,Jack DoohanDOO,Alpine Renault,1:24.961,+1.444s,27
20,43,Franco ColapintoCOL,Williams Mercedes,1:25.265,+1.748s,10
