Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,2,Giancarlo FisichellaFIS,Renault,1:35.488,1:33.623,1:33.840,22
2,12,Jenson ButtonBUT,Honda,1:35.023,1:33.527,1:33.986,19
3,10,Nico RosbergROS,Williams Cosworth,1:35.105,1:34.563,1:34.626,19
4,5,Michael SchumacherMSC,Ferrari,1:35.810,1:34.574,1:34.668,23
5,9,Mark WebberWEB,Williams Cosworth,1:35.252,1:34.279,1:34.672,18
6,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:34.536,1:34.568,1:34.916,18
7,3,Kimi RäikkönenRAI,McLaren Mercedes,1:34.667,1:34.351,1:34.983,18
8,1,Fernando AlonsoALO,Renault,1:35.514,1:33.997,1:35.747,22
9,15,Christian KlienKLI,RBR Ferrari,1:35.171,1:34.537,1:38.715,16
10,7,Ralf SchumacherRSC,Toyota,1:35.214,1:34.586,,10
11,14,David CoulthardCOU,RBR Ferrari,1:34.839,1:34.614,,12
12,11,Rubens BarrichelloBAR,Honda,1:35.526,1:34.683,,14
13,8,Jarno TrulliTRU,Toyota,1:35.517,1:34.702,,12
14,17,Jacques VilleneuveVIL,Sauber BMW,1:35.391,1:34.752,,10
15,16,Nick HeidfeldHEI,Sauber BMW,1:35.588,1:34.783,,10
16,6,Felipe MassaMAS,Ferrari,1:35.091,,,3
17,21,Scott SpeedSPE,STR Cosworth,1:36.297,,,6
18,20,Vitantonio LiuzziLIU,STR Cosworth,1:36.581,,,7
19,19,Christijan AlbersALB,MF1 Toyota,1:37.426,,,7
20,18,Tiago MonteiroMON,MF1 Toyota,1:37.819,,,6
21,22,Takuma SatoSAT,Super Aguri Honda,1:39.011,,,6
22,23,Yuji IdeIDE,Super Aguri Honda,1:40.720,,,6
