Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Fernando AlonsoALO,Renault,1:15.816,1:15.124,1:14.648,22
2,2,Giancarlo FisichellaFIS,Renault,1:16.046,1:14.766,1:14.709,25
3,5,Michael SchumacherMSC,Ferrari,1:16.049,1:14.637,1:14.970,24
4,6,Felipe MassaMAS,Ferrari,1:16.359,1:15.245,1:15.442,22
5,11,Rubens BarrichelloBAR,Honda,1:16.266,1:15.258,1:15.885,23
6,7,Ralf SchumacherRSC,Toyota,1:16.234,1:15.164,1:15.885,28
7,8,Jarno TrulliTRU,Toyota,1:16.174,1:15.068,1:15.976,28
8,12,Jenson ButtonBUT,Honda,1:16.054,1:15.150,1:16.008,24
9,3,Kimi RäikkönenRAI,McLaren Mercedes,1:16.613,1:15.422,1:16.015,22
10,16,Nick HeidfeldHEI,Sauber BMW,1:16.322,1:15.468,1:17.144,25
11,9,Mark WebberWEB,Williams Cosworth,1:16.685,1:15.502,,9
12,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:16.195,1:15.801,,11
13,10,Nico RosbergROS,Williams Cosworth,1:17.213,1:15.804,,9
14,17,Jacques VilleneuveVIL,Sauber BMW,1:16.066,1:15.847,,9
15,15,Christian KlienKLI,RBR Ferrari,1:16.627,1:15.928,,12
16,20,Vitantonio LiuzziLIU,STR Cosworth,1:17.105,1:16.661,,14
17,21,Scott SpeedSPE,STR Cosworth,1:17.361,,,8
18,18,Tiago MonteiroMON,MF1 Toyota,1:17.702,,,6
19,19,Christijan AlbersALB,MF1 Toyota,1:18.024,,,7
20,22,Takuma SatoSAT,Super Aguri Honda,1:18.920,,,6
21,23,Franck MontagnyMON,Super Aguri Honda,1:20.763,,,6
22,14,David CoulthardCOU,RBR Ferrari,DNS,,,2
