Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,6,Felipe MassaMAS,Ferrari,1:10.643,1:10.775,1:10.680,19
2,3,Kimi RäikkönenRAI,McLaren Mercedes,1:12.035,1:11.386,1:11.299,21
3,8,Jarno TrulliTRU,Toyota,1:11.885,1:11.343,1:11.328,26
4,1,Fernando AlonsoALO,Renault,1:11.791,1:11.148,1:11.567,19
5,11,Rubens BarrichelloBAR,Honda,1:12.017,1:11.578,1:11.619,26
6,2,Giancarlo FisichellaFIS,Renault,1:12.042,1:11.461,1:11.629,22
7,7,Ralf SchumacherRSC,Toyota,1:11.713,1:11.550,1:11.695,27
8,16,Nick HeidfeldHEI,Sauber BMW,1:12.307,1:11.648,1:11.882,23
9,17,Robert KubicaKUB,Sauber BMW,1:12.040,1:11.589,1:12.131,22
10,5,Michael SchumacherMSC,Ferrari,1:11.565,1:10.313,DNS,7
11,9,Mark WebberWEB,Williams Cosworth,1:11.973,1:11.650,,11
12,4,Pedro de la RosaDLR,McLaren Mercedes,1:11.825,1:11.658,,12
13,10,Nico RosbergROS,Williams Cosworth,1:11.974,1:11.679,,12
14,12,Jenson ButtonBUT,Honda,1:12.085,1:11.742,,10
15,15,Robert DoornbosDOO,RBR Ferrari,1:12.530,1:12.591,,10
16,20,Vitantonio LiuzziLIU,STR Cosworth,1:12.855,1:12.861,,15
17,21,Scott SpeedSPE,STR Cosworth,1:12.856,,,8
18,19,Christijan AlbersALB,MF1 Toyota,1:13.138,,,7
19,14,David CoulthardCOU,RBR Ferrari,1:13.249,,,7
20,22,Takuma SatoSAT,Super Aguri Honda,1:13.269,,,7
21,23,Sakon YamamotoYAM,Super Aguri Honda,1:13.357,,,10
22,18,Tiago MonteiroMON,MF1 Toyota,DNF,,,2
