Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,5,Michael SchumacherMSC,Ferrari,1:33.310,1:32.025,1:31.431,20
2,6,Felipe MassaMAS,Ferrari,1:33.579,1:32.014,1:31.478,20
3,12,Jenson ButtonBUT,Honda,1:32.603,1:32.025,1:31.549,23
4,1,Fernando AlonsoALO,Renault,1:32.433,1:31.215,1:31.702,20
5,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:33.233,1:31.487,1:32.164,20
6,11,Rubens BarrichelloBAR,Honda,1:33.922,1:32.322,1:32.579,26
7,9,Mark WebberWEB,Williams Cosworth,1:33.454,1:32.309,1:33.006,20
8,15,Christian KlienKLI,RBR Ferrari,1:34.308,1:32.106,1:33.112,25
9,2,Giancarlo FisichellaFIS,Renault,1:32.934,1:31.831,1:33.496,20
10,16,Nick HeidfeldHEI,Sauber BMW,1:33.374,1:31.958,1:33.926,24
11,17,Jacques VilleneuveVIL,Sauber BMW,1:33.882,1:32.456,,11
12,10,Nico RosbergROS,Williams Cosworth,1:32.945,1:32.620,,10
13,14,David CoulthardCOU,RBR Ferrari,1:33.678,1:32.850,,12
14,8,Jarno TrulliTRU,Toyota,1:33.987,1:33.066,,11
15,20,Vitantonio LiuzziLIU,STR Cosworth,1:34.439,1:33.416,,13
16,21,Scott SpeedSPE,STR Cosworth,1:33.995,1:34.606,,10
17,7,Ralf SchumacherRSC,Toyota,1:34.702,,,7
18,19,Christijan AlbersALB,MF1 Toyota,1:35.724,,,6
19,18,Tiago MonteiroMON,MF1 Toyota,1:35.900,,,4
20,22,Takuma SatoSAT,Super Aguri Honda,1:37.411,,,6
21,23,Yuji IdeIDE,Super Aguri Honda,1:40.270,,,6
22,3,Kimi RäikkönenRAI,McLaren Mercedes,DNF,,,2
