Pos,No,Driver,Car,Time,Gap,Laps
1,5,Felipe MassaMAS,Ferrari,1:11.810,,22
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:11.934,+0.124s,18
3,6,Kimi RäikkönenRAI,Ferrari,1:11.942,+0.132s,21
4,15,Mark WebberWEB,Red Bull Renault,1:12.446,+0.636s,14
5,12,Jarno TrulliTRU,Toyota,1:12.461,+0.651s,23
6,8,Rubens BarrichelloBAR,Honda,1:12.478,+0.668s,24
7,9,Nick HeidfeldHEI,Sauber BMW,1:12.579,+0.769s,25
8,1,Fernando AlonsoALO,McLaren Mercedes,1:12.594,+0.784s,12
9,19,Sebastian VettelVET,STR Ferrari,1:12.767,+0.957s,18
10,16,Nico RosbergROS,Williams Toyota,1:12.823,+1.013s,20
11,18,Vitantonio LiuzziLIU,STR Ferrari,1:12.893,+1.083s,20
12,3,Giancarlo FisichellaFIS,Renault,1:12.913,+1.103s,20
13,7,Jenson ButtonBUT,Honda,1:13.015,+1.205s,22
14,11,Ralf SchumacherRSC,Toyota,1:13.046,+1.236s,23
15,4,Heikki KovalainenKOV,Renault,1:13.090,+1.280s,20
16,14,David CoulthardCOU,Red Bull Renault,1:13.117,+1.307s,12
17,23,Anthony DavidsonDAV,Super Aguri Honda,1:13.299,+1.489s,16
18,22,Takuma SatoSAT,Super Aguri Honda,1:13.331,+1.521s,16
19,17,Kazuki NakajimaNAK,Williams Toyota,1:13.474,+1.664s,17
20,10,Robert KubicaKUB,Sauber BMW,1:13.525,+1.715s,14
21,20,Adrian SutilSUT,Spyker Ferrari,1:13.684,+1.874s,21
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:13.872,+2.062s,21
