Pos,No,Driver,Car,Time,Gap,Laps
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:16.071,,12
2,6,Kimi RäikkönenRAI,Ferrari,1:16.459,+0.388s,14
3,1,Fernando AlonsoALO,McLaren Mercedes,1:16.465,+0.394s,9
4,5,Felipe MassaMAS,Ferrari,1:16.666,+0.595s,13
5,22,Takuma SatoSAT,Super Aguri Honda,1:16.864,+0.793s,12
6,16,Nico RosbergROS,Williams Toyota,1:16.975,+0.904s,14
7,15,Mark WebberWEB,Red Bull Renault,1:17.071,+1.000s,11
8,8,Rubens BarrichelloBAR,Honda,1:17.329,+1.258s,16
9,14,David CoulthardCOU,Red Bull Renault,1:17.391,+1.320s,11
10,23,Anthony DavidsonDAV,Super Aguri Honda,1:17.391,+1.320s,15
11,3,Giancarlo FisichellaFIS,Renault,1:17.454,+1.383s,12
12,7,Jenson ButtonBUT,Honda,1:17.468,+1.397s,15
13,10,Robert KubicaKUB,Sauber BMW,1:17.601,+1.530s,12
14,12,Jarno TrulliTRU,Toyota,1:17.624,+1.553s,17
15,19,Scott SpeedSPE,STR Ferrari,1:17.742,+1.671s,12
16,11,Ralf SchumacherRSC,Toyota,1:17.748,+1.677s,13
17,18,Vitantonio LiuzziLIU,STR Ferrari,1:17.799,+1.728s,14
18,20,Adrian SutilSUT,Spyker Ferrari,1:18.270,+2.199s,13
19,9,Nick HeidfeldHEI,Sauber BMW,1:18.428,+2.357s,5
20,17,Alexander WurzWUR,Williams Toyota,1:18.489,+2.418s,11
21,4,Heikki KovalainenKOV,Renault,1:18.758,+2.687s,10
22,21,Christijan AlbersALB,Spyker Ferrari,1:18.933,+2.862s,13
