Pos,No,Driver,Car,Time,Gap,Laps
1,1,Fernando AlonsoALO,McLaren Mercedes,1:12.150,,12
2,10,Sebastian VettelVET,Sauber BMW,1:12.321,+0.171s,27
3,2,Lewis HamiltonHAM,McLaren Mercedes,1:12.378,+0.228s,14
4,4,Heikki KovalainenKOV,Renault,1:12.574,+0.424s,21
5,9,Nick HeidfeldHEI,Sauber BMW,1:12.646,+0.496s,24
6,6,Kimi RäikkönenRAI,Ferrari,1:12.692,+0.542s,16
7,5,Felipe MassaMAS,Ferrari,1:12.709,+0.559s,17
8,3,Giancarlo FisichellaFIS,Renault,1:12.710,+0.560s,20
9,14,David CoulthardCOU,Red Bull Renault,1:12.940,+0.790s,17
10,16,Nico RosbergROS,Williams Toyota,1:13.031,+0.881s,18
11,12,Jarno TrulliTRU,Toyota,1:13.057,+0.907s,23
12,11,Ralf SchumacherRSC,Toyota,1:13.061,+0.911s,23
13,23,Anthony DavidsonDAV,Super Aguri Honda,1:13.069,+0.919s,20
14,15,Mark WebberWEB,Red Bull Renault,1:13.289,+1.139s,14
15,7,Jenson ButtonBUT,Honda,1:13.318,+1.168s,20
16,18,Vitantonio LiuzziLIU,STR Ferrari,1:13.415,+1.265s,23
17,22,Takuma SatoSAT,Super Aguri Honda,1:13.476,+1.326s,19
18,8,Rubens BarrichelloBAR,Honda,1:13.573,+1.423s,17
19,17,Alexander WurzWUR,Williams Toyota,1:13.626,+1.476s,18
20,19,Scott SpeedSPE,STR Ferrari,1:13.979,+1.829s,18
21,20,Adrian SutilSUT,Spyker Ferrari,1:14.142,+1.992s,24
22,21,Christijan AlbersALB,Spyker Ferrari,1:14.402,+2.252s,24
