Pos,No,Driver,Car,Time,Gap,Laps
1,6,Kimi RäikkönenRAI,Ferrari,1:46.137,,17
2,5,Felipe MassaMAS,Ferrari,1:46.388,+0.251s,17
3,1,Fernando AlonsoALO,McLaren Mercedes,1:46.507,+0.370s,10
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:46.782,+0.645s,14
5,4,Heikki KovalainenKOV,Renault,1:47.065,+0.928s,13
6,12,Jarno TrulliTRU,Toyota,1:47.218,+1.081s,11
7,16,Nico RosbergROS,Williams Toyota,1:47.251,+1.114s,16
8,9,Nick HeidfeldHEI,Sauber BMW,1:47.359,+1.222s,16
9,11,Ralf SchumacherRSC,Toyota,1:47.454,+1.317s,19
10,15,Mark WebberWEB,Red Bull Renault,1:47.527,+1.390s,15
11,3,Giancarlo FisichellaFIS,Renault,1:47.564,+1.427s,16
12,7,Jenson ButtonBUT,Honda,1:47.767,+1.630s,18
13,14,David CoulthardCOU,Red Bull Renault,1:47.806,+1.669s,10
14,19,Sebastian VettelVET,STR Ferrari,1:47.838,+1.701s,19
15,17,Alexander WurzWUR,Williams Toyota,1:47.902,+1.765s,16
16,22,Takuma SatoSAT,Super Aguri Honda,1:48.129,+1.992s,16
17,18,Vitantonio LiuzziLIU,STR Ferrari,1:48.163,+2.026s,21
18,20,Adrian SutilSUT,Spyker Ferrari,1:48.348,+2.211s,18
19,8,Rubens BarrichelloBAR,Honda,1:48.528,+2.391s,16
20,23,Anthony DavidsonDAV,Super Aguri Honda,1:48.955,+2.818s,16
21,21,Sakon YamamotoYAM,Spyker Ferrari,1:49.179,+3.042s,14
22,10,Robert KubicaKUB,Sauber BMW,,,2
