Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:44.410,,19
2,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:44.880,+0.470s,22
3,5,Sebastian VettelVET,Ferrari,1:44.967,+0.557s,20
4,11,Sergio PerezPER,Force India Mercedes,1:45.398,+0.988s,16
5,44,Lewis HamiltonHAM,Mercedes,1:45.497,+1.087s,16
6,77,Valtteri BottasBOT,Mercedes,1:45.737,+1.327s,19
7,31,Esteban OconOCO,Force India Mercedes,1:45.752,+1.342s,24
8,19,Felipe MassaMAS,Williams Mercedes,1:45.968,+1.558s,25
9,7,Kimi RäikkönenRAI,Ferrari,1:46.000,+1.590s,18
10,26,Daniil KvyatKVY,Toro Rosso,1:46.617,+2.207s,11
11,18,Lance StrollSTR,Williams Mercedes,1:46.649,+2.239s,28
12,20,Kevin MagnussenMAG,Haas Ferrari,1:46.721,+2.311s,23
13,8,Romain GrosjeanGRO,Haas Ferrari,1:46.837,+2.427s,22
14,27,Nico HulkenbergHUL,Renault,1:47.217,+2.807s,21
15,2,Stoffel VandoorneVAN,McLaren Honda,1:47.446,+3.036s,22
16,55,Carlos SainzSAI,Toro Rosso,1:47.501,+3.091s,13
17,14,Fernando AlonsoALO,McLaren Honda,1:47.551,+3.141s,20
18,30,Jolyon PalmerPAL,Renault,1:48.525,+4.115s,15
19,94,Pascal WehrleinWEH,Sauber Ferrari,1:49.048,+4.638s,19
20,9,Marcus EricssonERI,Sauber Ferrari,1:49.937,+5.527s,21
