Pos,No,Driver,Car,Time,Gap,Laps
1,7,Kimi RäikkönenRAI,Ferrari,1:36.074,,19
2,77,Valtteri BottasBOT,Mercedes,1:36.119,+0.045s,24
3,44,Lewis HamiltonHAM,Mercedes,1:36.681,+0.607s,23
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:37.174,+1.100s,19
5,5,Sebastian VettelVET,Ferrari,1:37.230,+1.156s,19
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:37.290,+1.216s,19
7,11,Sergio PerezPER,Force India Mercedes,1:37.457,+1.383s,29
8,19,Felipe MassaMAS,Williams Mercedes,1:37.900,+1.826s,29
9,18,Lance StrollSTR,Williams Mercedes,1:37.944,+1.870s,30
10,31,Esteban OconOCO,Force India Mercedes,1:38.065,+1.991s,28
11,26,Daniil KvyatKVY,Toro Rosso,1:38.496,+2.422s,17
12,20,Kevin MagnussenMAG,Haas Ferrari,1:38.747,+2.673s,23
13,14,Fernando AlonsoALO,McLaren Honda,1:38.813,+2.739s,16
14,55,Carlos SainzSAI,Toro Rosso,1:38.976,+2.902s,17
15,30,Jolyon PalmerPAL,Renault,1:39.158,+3.084s,16
16,8,Romain GrosjeanGRO,Haas Ferrari,1:39.533,+3.459s,17
17,2,Stoffel VandoorneVAN,McLaren Honda,1:39.541,+3.467s,19
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:39.731,+3.657s,21
19,9,Marcus EricssonERI,Sauber Ferrari,1:40.079,+4.005s,20
20,46,Sergey SirotkinSIR,Renault,,,2
