Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:17.824,,42
2,44,Lewis HamiltonHAM,Mercedes,1:18.290,+0.466s,35
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:18.395,+0.571s,16
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:18.421,+0.597s,28
5,5,Sebastian VettelVET,Ferrari,1:18.586,+0.762s,28
6,7,Kimi RäikkönenRAI,Ferrari,1:19.008,+1.184s,27
7,11,Sergio PerezPER,Force India Mercedes,1:19.240,+1.416s,21
8,14,Fernando AlonsoALO,McLaren Honda,1:19.346,+1.522s,20
9,19,Felipe MassaMAS,Williams Mercedes,1:19.443,+1.619s,32
10,27,Nico HulkenbergHUL,Renault,1:19.552,+1.728s,19
11,55,Carlos SainzSAI,Renault,1:19.554,+1.730s,24
12,18,Lance StrollSTR,Williams Mercedes,1:19.772,+1.948s,34
13,20,Kevin MagnussenMAG,Haas Ferrari,1:20.644,+2.820s,16
14,94,Pascal WehrleinWEH,Sauber Ferrari,1:20.971,+3.147s,30
15,50,Antonio GiovinazziGIO,Haas Ferrari,1:21.269,+3.445s,26
16,37,Charles LeclercLEC,Sauber Ferrari,1:21.446,+3.622s,28
17,38,Sean GelaelGEL,Toro Rosso,1:21.639,+3.815s,29
18,28,Brendon HartleyHAR,Toro Rosso,1:21.747,+3.923s,10
19,34,Alfonso CelisCEL,Force India Mercedes,1:22.342,+4.518s,17
20,2,Stoffel VandoorneVAN,McLaren Honda,,,3
