Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:36.335,,18
2,5,Sebastian VettelVET,Ferrari,1:36.928,+0.593s,20
3,77,Valtteri BottasBOT,Mercedes,1:36.979,+0.644s,10
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:37.339,+1.004s,21
5,2,Stoffel VandoorneVAN,McLaren Honda,1:37.352,+1.017s,26
6,19,Felipe MassaMAS,Williams Mercedes,1:37.570,+1.235s,23
7,7,Kimi RäikkönenRAI,Ferrari,1:37.598,+1.263s,20
8,31,Esteban OconOCO,Force India Mercedes,1:37.808,+1.473s,25
9,11,Sergio PerezPER,Force India Mercedes,1:37.861,+1.526s,20
10,55,Carlos SainzSAI,Renault,1:38.093,+1.758s,24
11,20,Kevin MagnussenMAG,Haas Ferrari,1:38.408,+2.073s,16
12,18,Lance StrollSTR,Williams Mercedes,1:38.534,+2.199s,25
13,27,Nico HulkenbergHUL,Renault,1:38.904,+2.569s,19
14,39,Brendon HartleyHAR,Toro Rosso,1:39.267,+2.932s,28
15,8,Romain GrosjeanGRO,Haas Ferrari,1:39.336,+3.001s,17
16,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:39.366,+3.031s,14
17,38,Sean GelaelGEL,Toro Rosso,1:40.406,+4.071s,25
18,9,Marcus EricssonERI,Sauber Ferrari,1:40.448,+4.113s,19
19,37,Charles LeclercLEC,Sauber Ferrari,1:40.828,+4.493s,25
20,14,Fernando AlonsoALO,McLaren Honda,,,4
