Pos,No,Driver,Car,Time,Gap,Laps
1,7,Kimi RäikkönenRAI,Ferrari,1:45.502,,13
2,44,Lewis HamiltonHAM,Mercedes,1:45.555,+0.053s,19
3,5,Sebastian VettelVET,Ferrari,1:45.647,+0.145s,13
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:46.302,+0.800s,18
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:46.352,+0.850s,22
6,77,Valtteri BottasBOT,Mercedes,1:46.424,+0.922s,20
7,55,Carlos SainzSAI,Toro Rosso,1:47.446,+1.944s,22
8,31,Esteban OconOCO,Force India Mercedes,1:47.670,+2.168s,27
9,26,Daniil KvyatKVY,Toro Rosso,1:47.851,+2.349s,20
10,2,Stoffel VandoorneVAN,McLaren Honda,1:47.865,+2.363s,18
11,30,Jolyon PalmerPAL,Renault,1:47.930,+2.428s,14
12,27,Nico HulkenbergHUL,Renault,1:48.037,+2.535s,15
13,14,Fernando AlonsoALO,McLaren Honda,1:48.252,+2.750s,18
14,11,Sergio PerezPER,Force India Mercedes,1:48.452,+2.950s,19
15,18,Lance StrollSTR,Williams Mercedes,1:48.541,+3.039s,24
16,20,Kevin MagnussenMAG,Haas Ferrari,1:48.615,+3.113s,20
17,8,Romain GrosjeanGRO,Haas Ferrari,1:48.626,+3.124s,20
18,9,Marcus EricssonERI,Sauber Ferrari,1:50.160,+4.658s,21
19,94,Pascal WehrleinWEH,Sauber Ferrari,1:51.263,+5.761s,13
20,19,Felipe MassaMAS,Williams Mercedes,,,3
