Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:29.166,,23
2,44,Lewis HamiltonHAM,Mercedes,1:29.377,+0.211s,29
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:29.541,+0.375s,27
4,7,Kimi RäikkönenRAI,Ferrari,1:29.638,+0.472s,22
5,77,Valtteri BottasBOT,Mercedes,1:30.151,+0.985s,30
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:30.762,+1.596s,26
7,31,Esteban OconOCO,Force India Mercedes,1:30.899,+1.733s,22
8,27,Nico HulkenbergHUL,Renault,1:30.974,+1.808s,24
9,8,Romain GrosjeanGRO,Haas Ferrari,1:31.032,+1.866s,22
10,2,Stoffel VandoorneVAN,McLaren Honda,1:31.202,+2.036s,24
11,20,Kevin MagnussenMAG,Haas Ferrari,1:31.216,+2.050s,15
12,14,Fernando AlonsoALO,McLaren Honda,1:31.235,+2.069s,19
13,11,Sergio PerezPER,Force India Mercedes,1:31.530,+2.364s,23
14,18,Lance StrollSTR,Williams Mercedes,1:31.602,+2.436s,22
15,30,Jolyon PalmerPAL,Renault,1:31.757,+2.591s,22
16,19,Felipe MassaMAS,Williams Mercedes,1:31.912,+2.746s,20
17,55,Carlos SainzSAI,Toro Rosso,1:32.252,+3.086s,14
18,10,Pierre GaslyGAS,Toro Rosso,1:32.501,+3.335s,18
19,94,Pascal WehrleinWEH,Sauber Ferrari,1:32.897,+3.731s,29
20,9,Marcus EricssonERI,Sauber Ferrari,1:33.397,+4.231s,28
