Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:39.006,,23
2,44,Lewis HamiltonHAM,Mercedes,1:39.126,+0.120s,25
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:39.154,+0.148s,15
4,7,Kimi RäikkönenRAI,Ferrari,1:39.518,+0.512s,22
5,77,Valtteri BottasBOT,Mercedes,1:39.741,+0.735s,30
6,11,Sergio PerezPER,Force India Mercedes,1:40.293,+1.287s,24
7,14,Fernando AlonsoALO,McLaren Honda,1:40.522,+1.516s,20
8,2,Stoffel VandoorneVAN,McLaren Honda,1:40.569,+1.563s,15
9,19,Felipe MassaMAS,Williams Mercedes,1:40.723,+1.717s,27
10,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:40.773,+1.767s,29
11,35,George RussellRUS,Force India Mercedes,1:41.131,+2.125s,26
12,8,Romain GrosjeanGRO,Haas Ferrari,1:41.306,+2.300s,24
13,18,Lance StrollSTR,Williams Mercedes,1:41.581,+2.575s,27
14,10,Pierre GaslyGAS,Toro Rosso,1:41.646,+2.640s,29
15,55,Carlos SainzSAI,Renault,1:41.748,+2.742s,23
16,94,Pascal WehrleinWEH,Sauber Ferrari,1:41.752,+2.746s,26
17,27,Nico HulkenbergHUL,Renault,1:41.864,+2.858s,26
18,50,Antonio GiovinazziGIO,Haas Ferrari,1:42.065,+3.059s,21
19,9,Marcus EricssonERI,Sauber Ferrari,1:42.344,+3.338s,28
20,28,Brendon HartleyHAR,Toro Rosso,1:42.585,+3.579s,35
