Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:09.202,,36
2,77,Valtteri BottasBOT,Mercedes,1:09.329,+0.127s,43
3,7,Kimi RäikkönenRAI,Ferrari,1:09.744,+0.542s,32
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:09.750,+0.548s,31
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:09.828,+0.626s,38
6,5,Sebastian VettelVET,Ferrari,1:09.984,+0.782s,32
7,19,Felipe MassaMAS,Williams Mercedes,1:10.102,+0.900s,28
8,2,Stoffel VandoorneVAN,McLaren Honda,1:10.402,+1.200s,26
9,31,Esteban OconOCO,Force India Mercedes,1:10.454,+1.252s,36
10,14,Fernando AlonsoALO,McLaren Honda,1:10.476,+1.274s,24
11,18,Lance StrollSTR,Williams Mercedes,1:10.632,+1.430s,42
12,35,George RussellRUS,Force India Mercedes,1:11.047,+1.845s,29
13,8,Romain GrosjeanGRO,Haas Ferrari,1:11.188,+1.986s,29
14,20,Kevin MagnussenMAG,Haas Ferrari,1:11.463,+2.261s,30
15,55,Carlos SainzSAI,Renault,1:11.467,+2.265s,32
16,27,Nico HulkenbergHUL,Renault,1:11.608,+2.406s,35
17,37,Charles LeclercLEC,Sauber Ferrari,1:11.802,+2.600s,32
18,9,Marcus EricssonERI,Sauber Ferrari,1:11.898,+2.696s,28
19,10,Pierre GaslyGAS,Toro Rosso,1:14.034,+4.832s,5
20,28,Brendon HartleyHAR,Toro Rosso,,,2
