Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:21.537,,28
2,77,Valtteri BottasBOT,Mercedes,1:21.972,+0.435s,31
3,5,Sebastian VettelVET,Ferrari,1:22.652,+1.115s,24
4,7,Kimi RäikkönenRAI,Ferrari,1:22.689,+1.152s,28
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:22.742,+1.205s,28
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:22.749,+1.212s,23
7,11,Sergio PerezPER,Force India Mercedes,1:23.317,+1.780s,36
8,31,Esteban OconOCO,Force India Mercedes,1:23.400,+1.863s,34
9,2,Stoffel VandoorneVAN,McLaren Honda,1:23.465,+1.928s,24
10,19,Felipe MassaMAS,Williams Mercedes,1:23.561,+2.024s,37
11,55,Carlos SainzSAI,Toro Rosso,1:23.680,+2.143s,22
12,20,Kevin MagnussenMAG,Haas Ferrari,1:23.973,+2.436s,22
13,18,Lance StrollSTR,Williams Mercedes,1:23.991,+2.454s,30
14,26,Daniil KvyatKVY,Toro Rosso,1:24.012,+2.475s,27
15,14,Fernando AlonsoALO,McLaren Honda,1:24.015,+2.478s,17
16,8,Romain GrosjeanGRO,Haas Ferrari,1:24.079,+2.542s,22
17,27,Nico HulkenbergHUL,Renault,1:24.542,+3.005s,17
18,30,Jolyon PalmerPAL,Renault,1:25.166,+3.629s,21
19,94,Pascal WehrleinWEH,Sauber Ferrari,1:25.223,+3.686s,26
20,9,Marcus EricssonERI,Sauber Ferrari,1:25.687,+4.150s,17
