Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:05.975,,38
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:06.165,+0.190s,23
3,77,Valtteri BottasBOT,Mercedes,1:06.345,+0.370s,35
4,5,Sebastian VettelVET,Ferrari,1:06.424,+0.449s,28
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:06.620,+0.645s,32
6,7,Kimi RäikkönenRAI,Ferrari,1:06.848,+0.873s,24
7,2,Stoffel VandoorneVAN,McLaren Honda,1:07.283,+1.308s,31
8,26,Daniil KvyatKVY,Toro Rosso,1:07.437,+1.462s,31
9,14,Fernando AlonsoALO,McLaren Honda,1:07.510,+1.535s,28
10,31,Esteban OconOCO,Force India Mercedes,1:07.511,+1.536s,39
11,19,Felipe MassaMAS,Williams Mercedes,1:07.550,+1.575s,29
12,20,Kevin MagnussenMAG,Haas Ferrari,1:07.594,+1.619s,30
13,55,Carlos SainzSAI,Toro Rosso,1:07.633,+1.658s,32
14,30,Jolyon PalmerPAL,Renault,1:07.649,+1.674s,31
15,18,Lance StrollSTR,Williams Mercedes,1:08.041,+2.066s,35
16,8,Romain GrosjeanGRO,Haas Ferrari,1:08.074,+2.099s,20
17,46,Sergey SirotkinSIR,Renault,1:08.586,+2.611s,27
18,34,Alfonso CelisCEL,Force India Mercedes,1:09.280,+3.305s,15
19,94,Pascal WehrleinWEH,Sauber Ferrari,1:09.323,+3.348s,29
20,9,Marcus EricssonERI,Sauber Ferrari,1:10.853,+4.878s,12
