Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Benetton Renault,45,1:22:56.043,10
2,6,David CoulthardCOU,Williams Renault,45,+5.988s,6
3,28,Gerhard BergerBER,Ferrari,45,+68.097s,4
4,2,Johnny HerbertHER,Benetton Renault,45,+83.436s,3
5,29,Jean-Christophe BoullionBOU,Sauber Ford,44,+1 lap,2
6,25,Aguri SuzukiSUZ,Ligier Mugen Honda,44,+1 lap,1
7,3,Ukyo KatayamaKAT,Tyrrell Yamaha,44,+1 lap,0
8,17,Andrea MonterminiMON,Pacific Ilmor,42,+3 laps,0
9,15,Eddie IrvineIRV,Jordan Peugeot,41,DNF,0
NC,8,Mika HakkinenHAK,McLaren Mercedes,33,DNF,0
NC,30,Heinz-Harald FrentzenFRE,Sauber Ford,32,DNF,0
NC,24,Luca BadoerBAD,Minardi Ford,28,DNF,0
NC,16,Giovanni LavaggiLAV,Pacific Ilmor,27,DNF,0
NC,22,Roberto MorenoMOR,Forti Ford,27,DNF,0
NC,14,Rubens BarrichelloBAR,Jordan Peugeot,20,DNF,0
NC,7,Mark BlundellBLU,McLaren Mercedes,17,DNF,0
NC,26,Olivier PanisPAN,Ligier Mugen Honda,13,DNF,0
NC,27,Jean AlesiALE,Ferrari,12,DNF,0
NC,23,Pierluigi MartiniMAR,Minardi Ford,11,DNF,0
NC,10,Taki InoueINO,Footwork Hart,9,DNF,0
NC,21,Pedro DinizDIN,Forti Ford,8,DNF,0
NC,5,Damon HillHIL,Williams Renault,1,DNF,0
NC,4,Mika SaloSAL,Tyrrell Yamaha,0,DNF,0
NC,9,Massimiliano PapisPAP,Footwork Hart,0,DNF,0
