Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Benetton Renault,78,1:53:11.258,10
2,5,Damon HillHIL,Williams Renault,78,+34.817s,6
3,28,Gerhard BergerBER,Ferrari,78,+71.447s,4
4,2,Johnny HerbertHER,Benetton Renault,77,+1 lap,3
5,7,Mark BlundellBLU,McLaren Mercedes,77,+1 lap,2
6,30,Heinz-Harald FrentzenFRE,Sauber Ford,76,+2 laps,1
7,23,Pierluigi MartiniMAR,Minardi Ford,76,+2 laps,0
8,29,Jean-Christophe BoullionBOU,Sauber Ford,74,DNF,0
9,9,Gianni MorbidelliMOR,Footwork Hart,74,+4 laps,0
10,21,Pedro DinizDIN,Forti Ford,72,+6 laps,0
NC,24,Luca BadoerBAD,Minardi Ford,68,DNF,0
NC,26,Olivier PanisPAN,Ligier Mugen Honda,65,DNF,0
NC,4,Mika SaloSAL,Tyrrell Yamaha,63,DNF,0
NC,14,Rubens BarrichelloBAR,Jordan Peugeot,60,DNF,0
NC,16,Bertrand GachotGAC,Pacific Ilmor,42,DNF,0
NC,27,Jean AlesiALE,Ferrari,41,DNF,0
NC,25,Martin BrundleBRU,Ligier Mugen Honda,40,DNF,0
NC,10,Taki InoueINO,Footwork Hart,27,DNF,0
NC,3,Ukyo KatayamaKAT,Tyrrell Yamaha,26,DNF,0
DQ,17,Andrea MonterminiMON,Pacific Ilmor,23,DSQ,0
NC,15,Eddie IrvineIRV,Jordan Peugeot,22,DNF,0
NC,6,David CoulthardCOU,Williams Renault,16,DNF,0
NC,22,Roberto MorenoMOR,Forti Ford,9,DNF,0
NC,8,Mika HakkinenHAK,McLaren Mercedes,8,DNF,0
NC,11,Domenico SchiattarellaSCH,Simtek Ford,0,DNF,0
NC,12,Jos VerstappenVER,Simtek Ford,0,DNF,0
