Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Benetton Renault,53,1:36:52.930,10
2,8,Mika HakkinenHAK,McLaren Mercedes,53,+19.337s,6
3,2,Johnny HerbertHER,Benetton Renault,53,+83.804s,4
4,15,Eddie IrvineIRV,Jordan Peugeot,53,+102.136s,3
5,26,Olivier PanisPAN,Ligier Mugen Honda,52,+1 lap,2
6,4,Mika SaloSAL,Tyrrell Yamaha,52,+1 lap,1
7,7,Mark BlundellBLU,McLaren Mercedes,52,+1 lap,0
8,30,Heinz-Harald FrentzenFRE,Sauber Ford,52,+1 lap,0
9,24,Luca BadoerBAD,Minardi Ford,51,+2 laps,0
10,29,Karl WendlingerWEN,Sauber Ford,51,+2 laps,0
11,23,Pedro LamyLAM,Minardi Ford,51,+2 laps,0
12,10,Taki InoueINO,Footwork Hart,51,+2 laps,0
NC,5,Damon HillHIL,Williams Renault,40,DNF,0
NC,6,David CoulthardCOU,Williams Renault,39,DNF,0
NC,21,Pedro DinizDIN,Forti Ford,32,DNF,0
NC,27,Jean AlesiALE,Ferrari,24,DNF,0
NC,17,Andrea MonterminiMON,Pacific Ilmor,23,DNF,0
NC,28,Gerhard BergerBER,Ferrari,16,DNF,0
NC,14,Rubens BarrichelloBAR,Jordan Peugeot,15,DNF,0
NC,3,Ukyo KatayamaKAT,Tyrrell Yamaha,12,DNF,0
NC,16,Bertrand GachotGAC,Pacific Ilmor,6,DNF,0
NC,22,Roberto MorenoMOR,Forti Ford,1,DNF,0
NC,9,Gianni MorbidelliMOR,Footwork Hart,0,DNF,0
