Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Damon HillHIL,Williams Renault,71,1:51:39.531,10
2,27,Jean AlesiALE,Ferrari,71,+7.136s,6
3,1,Michael SchumacherMSC,Benetton Renault,71,+32.888s,4
4,2,Johnny HerbertHER,Benetton Renault,70,+1 lap,3
5,30,Heinz-Harald FrentzenFRE,Sauber Ford,69,+2 laps,2
6,28,Gerhard BergerBER,Ferrari,69,+2 laps,1
7,26,Olivier PanisPAN,Ligier Mugen Honda,69,+2 laps,0
8,3,Ukyo KatayamaKAT,Tyrrell Yamaha,68,+3 laps,0
9,11,Domenico SchiattarellaSCH,Simtek Ford,67,+4 laps,0
NC,21,Pedro DinizDIN,Forti Ford,62,OK,0
NC,22,Roberto MorenoMOR,Forti Ford,62,OK,0
NC,4,Mika SaloSAL,Tyrrell Yamaha,48,OK,0
NC,25,Aguri SuzukiSUZ,Ligier Mugen Honda,47,OK,0
NC,23,Pierluigi MartiniMAR,Minardi Ford,44,OK,0
NC,9,Gianni MorbidelliMOR,Footwork Hart,43,OK,0
NC,10,Taki InoueINO,Footwork Hart,40,OK,0
NC,14,Rubens BarrichelloBAR,Jordan Peugeot,33,OK,0
NC,12,Jos VerstappenVER,Simtek Ford,23,OK,0
NC,6,David CoulthardCOU,Williams Renault,16,OK,0
NC,7,Mark BlundellBLU,McLaren Mercedes,9,OK,0
NC,15,Eddie IrvineIRV,Jordan Peugeot,6,OK,0
NC,17,Andrea MonterminiMON,Pacific Ilmor,1,OK,0
